"","GeneName","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B"
"2595443","WDR12",-1.05661293333333,6.23814793333333,-8.01518473480551,2.23306083309167e-12,2.49502040594826e-10,1.05661293333333,17.8102107751544
"2694123","RUVBL1",-1.04405495555556,5.48702818888889,-8.00461133794677,2.35258607637812e-12,2.61529152157367e-10,1.04405495555556,17.7593406908297
"3505937","CENPJ",-1.12472553333333,3.93519381111111,-7.99955559663126,2.41196726898982e-12,2.66782972651935e-10,1.12472553333333,17.7350215194569
"2451593","CHI3L1",-1.81796668888889,5.5651325,-7.99451821397903,2.47261625913289e-12,2.70886818037714e-10,1.81796668888889,17.7107936988697
"2816459","F2R",-1.24525811111111,6.88033918888889,-7.99282383201722,2.49335547660739e-12,2.71689343542601e-10,1.24525811111111,17.7026450753089
"2818517","VCAN",-1.5423698,6.73441552222222,-7.98924607164683,2.53771768881643e-12,2.73812274747738e-10,1.5423698,17.6854400407358
"3371719","CKAP5",-1.24147771111111,6.07128967777778,-7.97919971187366,2.66653114379766e-12,2.84986206800312e-10,1.24147771111111,17.6371365242557
"3593575","SLC27A2",-1.64024751111111,4.58812122222222,-7.97915082434501,2.66717362231903e-12,2.84986206800312e-10,1.64024751111111,17.636901499896
"3719962","PSMB3",-1.25323435555555,8.68563851111111,-7.9726791252734,2.75359890185089e-12,2.92799349896812e-10,1.25323435555555,17.6057916945448
"2605321","COL6A3",-1.57909491111111,7.47228723333333,-7.96907715269029,2.80290228142311e-12,2.96609048636558e-10,1.57909491111111,17.5884790301054
"3887117","CTSA",-1.29033202222222,8.7795271,-7.96026741490238,2.9272222874028e-12,3.07023033966033e-10,1.29033202222222,17.5461422494389
"3146103","STK3",-1.22602764444444,5.32945462222222,-7.96012961678787,2.9292098102252e-12,3.07023033966033e-10,1.22602764444444,17.5454801114988
"3388807","MMP1",-2.39608326666666,6.0056427,-7.950691386971,3.06858644166383e-12,3.20107375201244e-10,2.39608326666666,17.5001337577133
"3998766","KAL1",-1.14192122222222,4.06126003333333,-7.94774248080206,3.11347210529633e-12,3.2325770995131e-10,1.14192122222222,17.4859678788926
"2838201","PTTG1",-1.45462984444444,7.22589332222222,-7.93154740258031,3.3718808733088e-12,3.48443520668545e-10,1.45462984444444,17.4081896864507
"2728189","PAICS",-1.23234406666667,5.14322523333333,-7.91845745823406,3.59625333940069e-12,3.69893141371723e-10,1.23234406666667,17.3453482013607
"3063685","MCM7",-1.11437371111111,6.80428603333333,-7.91240788727184,3.70490781352848e-12,3.7929639945849e-10,1.11437371111111,17.3163130766624
"3929721","GART",-1.05659826666667,6.80454268888889,-7.90386811639771,3.86386962607941e-12,3.93739047868676e-10,1.05659826666667,17.2753340816769
"2797393","FAT1",-1.13369137777778,6.90098586666667,-7.89574654907953,4.02133672333816e-12,4.0789697058708e-10,1.13369137777778,17.2363705386792
"2370123","XPR1",-1.13418864444444,6.09988256666667,-7.88954620879904,4.14583705075108e-12,4.18596418917808e-10,1.13418864444444,17.2066298705142
"3122489","ANGPT2",-1.44808964444444,4.87511591111111,-7.8826076329345,4.28971248898727e-12,4.31145486735611e-10,1.44808964444444,17.1733540598457
"3984468","SRPX2",-1.40762451111111,5.7485627,-7.88112286438515,4.32113941073092e-12,4.32329998043629e-10,1.40762451111111,17.1662342631007
"3334224","STIP1",-1.18917788888889,8.0996747,-7.86723921433035,4.62631434804365e-12,4.60768348935696e-10,1.18917788888889,17.0996729672515
"3779756","SEH1L",-1.02480384444444,6.76055365555556,-7.86282136842387,4.72784832082216e-12,4.687597720253e-10,1.02480384444444,17.0784981279464
"3903481","PIGU",-1.10791737777778,6.37370486666667,-7.83895678244004,5.31588875383087e-12,5.24699674262652e-10,1.10791737777778,16.9641592146241
"2436143",NA,-1.08367188888889,7.60448132222222,-7.83400584739837,5.4467091991204e-12,5.35212125811782e-10,1.08367188888889,16.9404480202607
"3402571","NCAPD2",-1.12003831111111,6.47487468888889,-7.8317524504066,5.50730722583267e-12,5.38761508212457e-10,1.12003831111111,16.929657059621
"3824874","IFI30",-1.50917731111111,9.07431487777778,-7.82814049585611,5.60584131080824e-12,5.45974217222125e-10,1.50917731111111,16.9123617268132
"2463864","CEP170",-1.39296333333333,4.96283455555556,-7.82686297377454,5.64111025427038e-12,5.469888890165e-10,1.39296333333333,16.9062449137365
"3014714","ARPC1B",-1.28027784444444,8.08963087777778,-7.81820011593262,5.88616105700466e-12,5.68246890463726e-10,1.28027784444444,16.8647727111726
"2333136","CDC20",-1.66855357777778,5.29338054444444,-7.80420739781023,6.30453413919936e-12,6.05978606715795e-10,1.66855357777778,16.7978060761986
"3875195","MCM8",-1.3703878,3.95916825555556,-7.77395190761118,7.31298069095417e-12,6.90841278920996e-10,1.3703878,16.6531006664481
"3891278","TH1L",-1.1585812,6.98537422222222,-7.76697272972423,7.56749159079368e-12,7.118293051494e-10,1.1585812,16.6197388262403
"3874438","CDC25B",-1.04832568888889,6.39438786666667,-7.76077363811888,7.80093062373864e-12,7.30665038123878e-10,1.04832568888889,16.5901116779539
"3250055","DDX21",-1.2122456,6.75478606666667,-7.75650673160868,7.9657563254947e-12,7.42941790171457e-10,1.2122456,16.5697221109436
"3890555","RAE1",-1.2214038,6.13025792222222,-7.74725177294414,8.33526197644634e-12,7.74124267356795e-10,1.2214038,16.5255057990083
"3894995","SNRPB",-1.07574988888889,6.92348376666667,-7.74599525974193,8.38672516926027e-12,7.75631124792386e-10,1.07574988888889,16.5195036419977
"3217807","TEX10",-1.10184,5.60972048888889,-7.74075647077271,8.60471757095211e-12,7.89427434775585e-10,1.10184,16.4944812284357
"3261492","NOLC1",-1.14699542222222,5.98366233333333,-7.74068733275481,8.6076318361792e-12,7.89427434775585e-10,1.14699542222222,16.4941510255666
"3431483","ATP2A2",-1.0608588,7.46586488888889,-7.73844332053899,8.70275485750639e-12,7.92238312267163e-10,1.0608588,16.4834340034007
"3525313","COL4A1",-1.17943213333333,7.13150464444444,-7.7382671610823,8.7102663017879e-12,7.92238312267163e-10,1.17943213333333,16.4825927261104
"2853768","NUP155",-1.15809724444444,5.69324402222222,-7.73520300851969,8.84195792913757e-12,8.0090673242077e-10,1.15809724444444,16.4679600914125
"3031624","TMEM176A",-1.29541062222222,8.05443011111111,-7.7276420706581,9.1754438670223e-12,8.24329367171543e-10,1.29541062222222,16.4318591439695
"2577896","MCM6",-1.09885662222222,5.45139213333333,-7.72179753518971,9.44176933309803e-12,8.44808068255369e-10,1.09885662222222,16.4039590747971
"2922972","DCBLD1",-1.11763857777778,5.85198446666667,-7.70142305078226,1.04317305530122e-11,9.29606563572275e-10,1.11763857777778,16.3067360348926
"3394660","TRIM29",-1.68511655555555,5.13059127777778,-7.69428743558238,1.08022973394728e-11,9.5752738843436e-10,1.68511655555555,16.2727005910326
"3970476","SCML1",-1.25691424444444,4.46474541111111,-7.6895008636246,1.10581776898667e-11,9.73606196526623e-10,1.25691424444444,16.2498737978416
"2991860","ITGB8",-1.24939328888889,5.73527384444444,-7.68716551309783,1.1185198885287e-11,9.80866185912556e-10,1.24939328888889,16.2387379154072
"2894663","PAK1IP1",-1.10441104444444,5.6745391,-7.66749643208738,1.23142053001024e-11,1.07558719389109e-09,1.10441104444444,16.1449799367102
"2462456","HEATR1",-1.05478771111111,5.76989372222222,-7.66307713275726,1.25830652672772e-11,1.09472667825312e-09,1.05478771111111,16.1239220792226
"3497659","RAP2A",-1.16555253333333,7.07368435555556,-7.64883049046559,1.34901564472684e-11,1.1690229667749e-09,1.16555253333333,16.0560571170706
"4021341","ZDHHC9",-1.04430984444444,7.39745498888889,-7.64497698362788,1.37464868620332e-11,1.18656440125574e-09,1.04430984444444,16.0377059026553
"3468261","NUP37",-1.22948264444444,5.71001567777778,-7.63163537878895,1.46719237000154e-11,1.26149887719156e-09,1.22948264444444,15.974187765292
"3781082","SNRPD1",-1.2432242,4.6269079,-7.62354080630789,1.52633135056857e-11,1.30724044192081e-09,1.2432242,15.9356634936735
"3428845","C12orf48",-1.08949449777778,1.97327859555556,-7.62260154022475,1.53334523098828e-11,1.30815743718151e-09,1.08949449777778,15.9311939210721
"3340589","SERPINH1",-1.29517462222222,7.40781615555556,-7.6079017204979,1.64738201671479e-11,1.40002029227449e-09,1.29517462222222,15.8612613548789
"3114365","FAM91A1",-1.35970108888889,6.51286718888889,-7.60709346533272,1.65389110784933e-11,1.40014604518737e-09,1.35970108888889,15.8574171495734
"2620256","KIF15",-1.16466935555555,2.86452425555556,-7.60596258575999,1.66304129723269e-11,1.40249816066623e-09,1.16466935555555,15.8520386551763
"3300597","MYOF",-1.30013431111111,6.86944546666667,-7.590289559087,1.79515828846397e-11,1.49671322300683e-09,1.30013431111111,15.777517794227
"3703112","GINS2",-1.22823613333333,4.41444473333333,-7.58300149406648,1.86009627996568e-11,1.53919470745582e-09,1.22823613333333,15.7428781620066
"3694657","CDH11",-1.2690012,6.75827886666667,-7.58093576936165,1.87892317643907e-11,1.54591907046706e-09,1.2690012,15.733061443671
"3523881","KDELC1",-1.22699342222222,4.25380942222222,-7.58057077215155,1.88226936933884e-11,1.54591907046706e-09,1.22699342222222,15.7313269770487
"2947081","HIST1H4L",-1.95324957777777,5.89677841111111,-7.56972757403469,1.98442370832759e-11,1.61774630533328e-09,1.95324957777777,15.6798096944603
"2758686","LYAR",-1.05446604444444,5.26889693333333,-7.56345701450247,2.04599355905045e-11,1.66178465786935e-09,1.05446604444444,15.6500260429487
"3082181","NCAPG2",-1.0221418,4.57610403333333,-7.54926331211338,2.19245963437680e-11,1.76770069642007e-09,1.0221418,15.5826325136617
"2931391","MTHFD1L",-1.02715408888889,5.20791915555556,-7.5241862357814,2.47713891285983e-11,1.98993812448751e-09,1.02715408888889,15.4636425142025
"3240012","MASTL",-1.27488613333333,4.54793351111111,-7.52282188749371,2.49363967531765e-11,1.99590919612425e-09,1.27488613333333,15.4571716455339
"2993647",NA,-1.24338268888889,8.2354969,-7.51953866879079,2.53379663669466e-11,2.01340786174318e-09,1.24338268888889,15.4416011495416
"3444043","OLR1",-1.48105128888889,3.71265708888889,-7.51634224900604,2.57350898399404e-11,2.03760813837024e-09,1.48105128888889,15.4264439843316
"3466369","FGD6",-1.45907351111111,4.48029873333333,-7.51367508347037,2.60711864089428e-11,2.05682037292918e-09,1.45907351111111,15.413797779578
"3991650","PHF6",-1.0150502,5.27332438888889,-7.50826157330399,2.67668218975941e-11,2.10415898852837e-09,1.0150502,15.3881335337971
"3125571","MSR1",-1.63643855555555,5.28688692222222,-7.5053333877849,2.71507453267628e-11,2.12674396935009e-09,1.63643855555555,15.3742536655371
"2695941","TOPBP1",-1.02022008888889,5.75383426666667,-7.50277717693645,2.74903668795292e-11,2.1457108701607e-09,1.02022008888889,15.3621381457406
"2673873","IMPDH2",-1.10723142222222,7.62270184444444,-7.49795097278741,2.81431289004203e-11,2.18889897606767e-09,1.10723142222222,15.3392666139967
"3080283","XRCC2",-1.087005,3.56051545555556,-7.49151939965759,2.90370115574829e-11,2.24257425049739e-09,1.087005,15.3087931786711
"3331903","FAM111B",-1.40427191111111,3.90917782222222,-7.48774798051966,2.95742350091192e-11,2.2760786251249e-09,1.40427191111111,15.2909270111227
"3023060","CALU",-1.28855366666667,6.81472063333333,-7.48030834040117,3.06630954044487e-11,2.34349094773375e-09,1.28855366666667,15.2556904958142
"3114832","SQLE",-1.30682093333333,6.13389555555556,-7.47279039471711,3.18038615992764e-11,2.41639430400605e-09,1.30682093333333,15.2200924963178
"3446796","RECQL",-1.31969015555555,5.0337981,-7.47257892492229,3.18365520949413e-11,2.41639430400605e-09,1.31969015555555,15.219091309002
"3645626","IL32",-1.21047111111111,7.87693744444444,-7.47149365655886,3.20048464154361e-11,2.42082018711397e-09,1.21047111111111,15.2139533083789
"3879467","XRN2",-1.06842904444444,6.6308071,-7.46953404825401,3.23109672564015e-11,2.4337963472435e-09,1.06842904444444,15.2046764095917
"2397732","AGMAT",-1.105146,6.20458657777778,-7.46898318172802,3.2397543489271e-11,2.4337963472435e-09,1.105146,15.2020686919151
"3852565","ASF1B",-1.28240924444444,5.57795451111111,-7.45858402785394,3.40758293740095e-11,2.54251891644516e-09,1.28240924444444,15.1528502870962
"2902804","C2",-1.12584611111111,5.85450565555556,-7.45224724783129,3.51405487798312e-11,2.61310344321914e-09,1.12584611111111,15.1228677550178
"3791782","SERPINB5",-1.96122551111111,4.1362312,-7.44414368648169,3.65503944522142e-11,2.70879034440299e-09,1.96122551111111,15.0845356214805
"2527814","VIL1",-1.77026157777778,5.96033667777778,-7.44141106577181,3.70383643993971e-11,2.73574308320513e-09,1.77026157777778,15.0716120775184
"3972093","POLA1",-1.0561416,5.14054377777778,-7.43782938860546,3.76877618299607e-11,2.77439908240557e-09,1.0561416,15.0546749736505
"3903836","EIF6",-1.27363893333333,8.00157082222222,-7.43713105521439,3.78156883386439e-11,2.7745370534063e-09,1.27363893333333,15.0513729370539
"3127818","LOXL2",-1.00293228888889,6.05639252222222,-7.42909693153515,3.93188295201116e-11,2.87523839391089e-09,1.00293228888889,15.0133899789222
"3050367","FIGNL1",-1.10087997777778,3.62894561111111,-7.42309662299945,4.04800216078781e-11,2.9503501841424e-09,1.10087997777778,14.9850295401531
"2900059","HIST1H2BM",-1.97082128888889,9.13774606666667,-7.40440720083813,4.43195203021145e-11,3.19841626678637e-09,1.97082128888889,14.8967339849273
"3666686","NIP7",-1.17521437777778,6.75425952222222,-7.40201925981742,4.48354493650514e-11,3.22507541168022e-09,1.17521437777778,14.8854568708563
"3381925","PGM2L1",-1.15840768888889,5.06732444444444,-7.39823532355209,4.56652296682264e-11,3.27406309520304e-09,1.15840768888889,14.8675891738316
"4005627","CXorf38",-1.0250628,5.23499828888889,-7.39106184590595,4.7280378617031e-11,3.37885848616711e-09,1.0250628,14.8337229944854
"3630099","TIPIN",-1.12327628888889,4.98744603333333,-7.38375040897054,4.89849539230821e-11,3.48934569838499e-09,1.12327628888889,14.7992148170486
"3901665","C20orf3",-1.00152268888889,6.79688443333333,-7.37245937221598,5.17379295451171e-11,3.67355989425024e-09,1.00152268888889,14.7459424672276
"3945545","APOBEC3B",-1.31922446666667,3.63455698888889,-7.36923466123227,5.25520017697722e-11,3.71936370081818e-09,1.31922446666667,14.7307320793818
"3078348","EZH2",-1.14722586666666,5.28880833333333,-7.35491429349021,5.63235136280667e-11,3.97351557201082e-09,1.14722586666666,14.6632078605853
"3445544","PLBD1",-1.27975477777778,6.98552961111111,-7.3542468438944,5.65057058983131e-11,3.9736328834753e-09,1.27975477777778,14.6600615591629
"3573870","DIO2",-1.23334508888889,4.19933056666667,-7.34971844011958,5.77573591263156e-11,4.03677391367353e-09,1.23334508888889,14.6387171566065
"3110317","CTHRC1",-1.22764873333333,5.81628892222222,-7.33499971092597,6.20188300093539e-11,4.31127334836306e-09,1.22764873333333,14.5693667054012
"3752437","UTP6",-1.08739195555555,6.63542853333333,-7.3347609012492,6.209048436832e-11,4.31127334836306e-09,1.08739195555555,14.5682418254942
"3250237","HKDC1",-1.27827077777778,4.81913774444444,-7.32018237990442,6.66239697126811e-11,4.5826881167057e-09,1.27827077777778,14.4995913673778
"2970942","COL10A1",-1.16496651111111,3.97055881111111,-7.31484203239266,6.83656211442324e-11,4.6878370311704e-09,1.16496651111111,14.4744533082282
"3752709","MYO1D",-1.17289688888889,7.23721768888889,-7.31140256610518,6.95111840463495e-11,4.74625015167713e-09,1.17289688888889,14.4582658369761
"2801526","CCT5",-1.06137631111111,7.29322237777778,-7.31099330187605,6.96487573936538e-11,4.74625015167713e-09,1.06137631111111,14.4563398243743
"3539070","HIF1A",-1.25049544444444,7.65107456666667,-7.29495690550291,7.52574743116117e-11,5.11263045392866e-09,1.25049544444444,14.3808962571852
"3449700","FAM60A",-1.33659844444444,5.63126008888889,-7.29167439966208,7.64596410583929e-11,5.17831741334242e-09,1.33659844444444,14.365459504522
"3471819","NAA25",-1.18511122222222,4.34045132222222,-7.28159871468746,8.02700143194005e-11,5.41970332878627e-09,1.18511122222222,14.3180887517635
"2946232","HIST1H1C",-1.03637777777778,7.6422894,-7.27234523130346,8.39351727425674e-11,5.61941248833118e-09,1.03637777777778,14.2746002741369
"3949055","GTSE1",-1.01260804444444,4.86477364444444,-7.26366902815207,8.7522338680799e-11,5.83773999000929e-09,1.01260804444444,14.233839431739
"2545549","SLC5A6",-1.04012846666667,6.09797127777778,-7.24902247073217,9.39263015093847e-11,6.2459571677434e-09,1.04012846666667,14.1650620827962
"3066436","PUS7",-1.14572751111111,4.43242415555556,-7.24638684677345,9.51270761182664e-11,6.27507634365932e-09,1.14572751111111,14.1526900314491
"3982462","PGK1",-1.32189315555555,9.46978531111111,-7.24618544308368,9.52194583972656e-11,6.27507634365932e-09,1.32189315555555,14.1517446638374
"3108072","PTDSS1",-1.05443253333333,7.19208513333333,-7.24327714937042,9.65634357215116e-11,6.32576721329224e-09,1.05443253333333,14.1380943020792
"3896621","FERMT1",-1.38691457777778,5.8036154,-7.24231822298623,9.70106865066181e-11,6.33469167860329e-09,1.38691457777778,14.1335938404539
"3294280","DNAJC9",-1.73074415555555,5.56239252222222,-7.24175302409417,9.72752617949168e-11,6.33469167860329e-09,1.73074415555555,14.1309413144797
"3512449","NUFIP1",-1.03371917777778,5.77059256666667,-7.2406336444501,9.78013695081884e-11,6.3501650272706e-09,1.03371917777778,14.1256881515181
"2624565","IL17RB",-1.17592315555555,4.47825646666667,-7.23421027176826,1.00875390217607e-10,6.51134373630423e-09,1.17592315555555,14.0955483850076
"3151719","ANXA13",-2.03827015555555,4.01767583333333,-7.23277182546872,1.01576815075222e-10,6.53744817725357e-09,2.03827015555555,14.0887999857735
"3775686","USP14",-1.17999648888889,6.26705415555556,-7.22041858323732,1.07803277417835e-10,6.91795317563841e-09,1.17999648888889,14.0308617292127
"2363689","FCGR2A",-1.39274602222222,8.06097736666667,-7.21493170845894,1.1068891156344e-10,7.06195255774747e-09,1.39274602222222,14.0051370322156
"3894601","FKBP1A",-1.36345526666667,5.00920841111111,-7.20729897334606,1.14830936084463e-10,7.26305670734231e-09,1.36345526666667,13.969361365578
"2610241","FANCD2",-1.04239944444444,3.56147236666667,-7.20535826485251,1.15908382125663e-10,7.28931256847994e-09,1.04239944444444,13.9602668047024
"3973692","PRRG1",-1.14290255555555,4.90055987777778,-7.19466478667003,1.22027578670185e-10,7.63053702871998e-09,1.14290255555555,13.9101681188252
"3510362","C13orf23",-1.04436051111111,5.17483234444444,-7.18788387705518,1.2607279077194e-10,7.83894971096378e-09,1.04436051111111,13.8784113046827
"3761451","HOXB9",-1.16395557777778,4.82873696666667,-7.17820517992788,1.32078133285797e-10,8.09898714765999e-09,1.16395557777778,13.8330990231775
"2746024","ABCE1",-1.17104371111111,6.08798367777778,-7.17539092180975,1.33876943606252e-10,8.18545946032558e-09,1.17104371111111,13.8199271138638
"3315675","IFITM1",-1.33527622222222,8.10578775555556,-7.17365798803293,1.34996661982917e-10,8.23105686123541e-09,1.33527622222222,13.811817034866
"3235461","CDC123",-1.04257006666667,7.21206218888889,-7.17158647036419,1.36347347164145e-10,8.29044601776239e-09,1.04257006666667,13.8021231727304
"3908358","SULF2",-1.14961897777777,6.80014671111111,-7.17004271485449,1.37362625770011e-10,8.32917012623615e-09,1.14961897777777,13.7948995758826
"3402315","CD9",-1.23415675555555,8.64352777777778,-7.15782382726587,1.45667642546352e-10,8.80849032991144e-09,1.23415675555555,13.737741207582
"2922715","FAM26E",-1.2964,4.345977,-7.15670105090633,1.46455312696951e-10,8.83185722677423e-09,1.2964,13.7324904966148
"2471316","GEN1",-1.33871811111111,3.91694338888889,-7.15076624344232,1.50689512058515e-10,9.0376753403814e-09,1.33871811111111,13.7047403022018
"3085065","ERI1",-1.1154972,3.71650786666667,-7.13984043749472,1.58804479679816e-10,9.49849294084902e-09,1.1154972,13.6536714644372
"3106243","RIPK2",-1.09056282222222,5.5702507,-7.13718241728356,1.60843339305934e-10,9.57805081918709e-09,1.09056282222222,13.6412511127989
"2863363","F2RL2",-1.41749015555555,4.15190185555556,-7.13697322769314,1.61004897692028e-10,9.57805081918709e-09,1.41749015555555,13.6402736756685
"3200611","HAUS6",-1.00285375555555,4.94366512222222,-7.13639476105244,1.61452489240087e-10,9.57878905839235e-09,1.00285375555555,13.6375708396268
"3347831","DDX10",-1.00118766666667,5.74959721111111,-7.13303979135775,1.6407285181857e-10,9.70808478865202e-09,1.00118766666667,13.6218963611895
"3591281","TMEM62",-1.22352337777778,5.62677782222222,-7.12403209675663,1.71318678966647e-10,1.00826081356548e-08,1.22352337777778,13.5798235102134
"2899223","HIST1H2AE",-1.29776506666666,6.74769333333333,-7.11971656200049,1.74901665936124e-10,1.02660281837867e-08,1.29776506666666,13.5596724790119
"3247757","UBE2D1",-1.12578873333333,5.53976738888889,-7.11460438165705,1.79242320904843e-10,1.04928263974375e-08,1.12578873333333,13.5358064798747
"3974556","ATP6AP2",-1.06216082222222,8.00234265555556,-7.11383995343582,1.79900498106566e-10,1.05034213894526e-08,1.06216082222222,13.5322382365885
"3144859","CDH17",-2.74910046666666,5.34776392222222,-7.10781890954519,1.85169120797098e-10,1.0782427295939e-08,2.74910046666666,13.504137023157
"3556323","SUPT16H",-1.08500928888889,7.24634284444444,-7.10598224484045,1.86806510815926e-10,1.08490715292067e-08,1.08500928888889,13.4955664791917
"3556816","SLC7A7",-1.20277102222222,5.46656893333333,-7.10127631657816,1.91067661903517e-10,1.1067342910943e-08,1.20277102222222,13.4736100653986
"3150455","TNFRSF11B",-1.48222175555555,3.86362567777778,-7.07951884073438,2.12055692527194e-10,1.21550985630627e-08,1.48222175555555,13.3721556626521
"2480992","MSH2",-1.13547808888889,4.50646433333333,-7.07498249539783,2.16711489948784e-10,1.23897054682148e-08,1.13547808888889,13.3510151784921
"2371139","LAMC2",-1.40286977777778,6.05713622222222,-7.07324324271258,2.18523293053385e-10,1.24540128139404e-08,1.40286977777778,13.3429109687145
"2436157",NA,-1.07855095555555,9.9583197,-7.07281860166091,2.1896792326541e-10,1.24540128139404e-08,1.07855095555555,13.3409324098837
"2473284","CENPO",-1.06019828888889,4.12319158888889,-7.06149115330221,2.31165370479793e-10,1.30334024533576e-08,1.06019828888889,13.2881675544804
"3428447","UTP20",-1.02682206666667,3.93370801111111,-7.04642176162556,2.48441915563965e-10,1.39146437747543e-08,1.02682206666667,13.2180138986128
"2770469","IGFBP7",-1.16973642222222,8.78924305555556,-7.04122475084022,2.54692117083618e-10,1.41924764281709e-08,1.16973642222222,13.1938309692196
"3720636","PSMD3",-1.063885,7.8695417,-7.033060459235,2.64827074380387e-10,1.47199715509765e-08,1.063885,13.1558521264498
"3185558","PRPF4",-1.00097946666667,6.52926971111111,-7.02831945184125,2.7089485773469e-10,1.50193116211543e-08,1.00097946666667,13.1338042957906
"2677356","WNT5A",-1.06661322222222,5.1560871,-7.01355264461166,2.90691048856749e-10,1.5996625716697e-08,1.06661322222222,13.0651626948761
"2993654",NA,-1.50702195555555,6.9520438,-7.01354447445442,2.90702389109028e-10,1.5996625716697e-08,1.50702195555555,13.0651247298752
"2436132","ILF2",-1.07380344444444,8.89951027777778,-7.00150079608127,3.07904896362709e-10,1.68589419747254e-08,1.07380344444444,13.0091758988831
"3312422","CLRN3",-2.1094468,4.50551048888889,-6.99965932509293,3.10622599125993e-10,1.69655434971768e-08,2.1094468,13.0006241128493
"2947073","HIST1H1B",-1.55299753333333,6.92369965555556,-6.98757971333706,3.29048998242165e-10,1.78832037044649e-08,1.55299753333333,12.9445446315066
"3884100","RPN2",-1.0503534,8.22372032222222,-6.97561246238562,3.48371321476455e-10,1.87481690880642e-08,1.0503534,12.889018065188
"3391255","IL18",-1.33866862222222,4.48208473333333,-6.96870541663432,3.60030799491995e-10,1.93283851893129e-08,1.33866862222222,12.8569844689496
"2517408","AGPS",-1.17011577777778,6.65021613333333,-6.96267253264701,3.70530453821214e-10,1.97974188938264e-08,1.17011577777778,12.8290136365042
"3375862","MTA2",-1.00166148888889,7.29502218888889,-6.95558511400811,3.83253527527657e-10,2.03763125468871e-08,1.00166148888889,12.7961637993878
"4050485","TUBB2C",-1.25612595555555,9.17437635555556,-6.93994018418261,4.1289130288566e-10,2.18465155476353e-08,1.25612595555555,12.7236896449362
"2711644","ATP13A3",-1.0602112,6.67041775555556,-6.93187924461002,4.29037119265315e-10,2.26463693816519e-08,1.0602112,12.6863690853455
"2950214","TAP1",-1.12812873333333,7.67772227777778,-6.92813086393131,4.36756541000248e-10,2.29437905106359e-08,1.12812873333333,12.669019763774
"2516023","CDCA7",-1.24215544444444,5.43269285555556,-6.91046758844516,4.75024620125505e-10,2.47766988473519e-08,1.24215544444444,12.5873079878789
"2468920","CPSF3",-1.02115913333333,5.4677789,-6.89598534927101,5.08864275953818e-10,2.62925154413603e-08,1.02115913333333,12.5203644680966
"3422144","LGR5",-1.98046928888889,4.86935017777778,-6.89307795285216,5.159401920385e-10,2.6595689852364e-08,1.98046928888889,12.5069308906139
"2965739","MMS22L",-1.07598844444444,3.40863204444444,-6.88718654737742,5.30578638501749e-10,2.71594567722372e-08,1.07598844444444,12.4797156510809
"3607698","C15orf42",-1.02670482222222,4.36782852222222,-6.88632429060915,5.32755326510889e-10,2.72076043893995e-08,1.02670482222222,12.4757331359068
"3695268","NAE1",-1.10646146666667,6.20145751111111,-6.88478172893602,5.36671467402255e-10,2.7344156641183e-08,1.10646146666667,12.4686089123412
"2947063","HIST1H2AK",-1.07905837777778,7.57303321111111,-6.8833959986554,5.40213757793321e-10,2.74610739556323e-08,1.07905837777778,12.4622094683319
"3839920","FPR3",-1.23913468888889,5.99550205555556,-6.87435286718449,5.63905783987385e-10,2.84681885581338e-08,1.23913468888889,12.4204581606098
"3784602","GALNT1",-1.109502,5.81088573333333,-6.86021351902412,6.03027242407461e-10,3.00980331805683e-08,1.109502,12.3552157629414
"3427767","TMPO",-1.08921366666666,6.03660296666667,-6.85129009754867,6.29088116764674e-10,3.12570170160434e-08,1.08921366666666,12.3140646967588
"3098977","LYN",-1.03391673333333,6.66593143333333,-6.83902372689257,6.66741025740738e-10,3.2698288244716e-08,1.03391673333333,12.2575275509924
"3666366","CDH3",-1.14808473333333,5.21511045555556,-6.8389389619852,6.67008832941596e-10,3.2698288244716e-08,1.14808473333333,12.2571369815953
"3676692",NA,-1.15297517777778,6.01729841111111,-6.82575417019637,7.09988390423467e-10,3.46508968106672e-08,1.15297517777778,12.1964061825736
"2406245","PSMB2",-1.08557575555555,8.8368275,-6.8179532799688,7.36696993902095e-10,3.56511956797977e-08,1.08557575555555,12.1604935299128
"3658925","ORC6",-1.00197926666667,4.01032456666667,-6.81501784236268,7.47002849247815e-10,3.60576309534949e-08,1.00197926666667,12.1469834853957
"3435946","GTF2H3",-1.04470551111111,5.86414,-6.80488449933304,7.83688374290142e-10,3.77456560317293e-08,1.04470551111111,12.1003614939136
"2806517","SKP2",-1.08146397777778,5.82402356666667,-6.80198420658705,7.9451268816233e-10,3.8100258778085e-08,1.08146397777778,12.0870221631287
"3787855","LIPG",-1.06813408888889,4.9416638,-6.79817528445951,8.08953235198417e-10,3.86812357819536e-08,1.06813408888889,12.0695068061007
"3719150","PIGW",-1.163231,4.09137056666667,-6.79786456595874,8.10142642109882e-10,3.86812357819536e-08,1.163231,12.0680781170488
"3214845","ASPN",-2.04787822222222,6.43834542222222,-6.78574062171214,8.57928713129906e-10,4.04365501171357e-08,2.04787822222222,12.0123499948364
"3834379","CEACAM6",-2.75218188888889,6.43326961111111,-6.77198856501806,9.1551565018776e-10,4.28753510133676e-08,2.75218188888889,11.9491808200426
"2872848","LOX",-1.54701271111111,5.557953,-6.77050092684908,9.21969979180981e-10,4.30859473710246e-08,1.54701271111111,11.9423501781914
