"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000165495.16",-2.61682872422374,-0.292016176779477,409.437028922175,1.03440041491118e-70,1.05032320781487e-68,TRUE
"ENSG00000197361.8",-2.44415095867948,0.579539452447973,427.067503366094,1.24380720954447e-70,1.24892063918371e-68,TRUE
"ENSG00000185432.12",-2.4786046955811,5.95111301996397,428.93646773451,3.50692662314082e-70,3.48264790036523e-68,TRUE
"ENSG00000022267.19",-3.24571992544088,5.39640515552692,428.580969896374,3.92813666727957e-70,3.87962525270005e-68,TRUE
"ENSG00000177675.9",-2.9747191658224,3.22443370977245,429.036723872983,4.067210244754e-70,3.99514988933064e-68,TRUE
"ENSG00000165966.16",-3.90737217155762,1.10039965694333,417.941312067241,1.29030660942135e-69,1.26059468425305e-67,TRUE
"ENSG00000148942.15",-3.88687994426304,0.308213081215351,400.703256815552,2.08361663364582e-69,2.02469285142551e-67,TRUE
"ENSG00000171819.5",-3.80155268389269,-0.68643502841183,372.247311079825,3.58616016715006e-69,3.46611009952247e-67,TRUE
"ENSG00000242515.5",-3.60507967683615,2.87568477003232,421.361083480433,3.69811634193863e-69,3.55530610447866e-67,TRUE
"ENSG00000067840.12",-3.14805588608248,1.01950220900428,413.526808751609,1.01806982891379e-68,9.73576406761265e-67,TRUE
"ENSG00000138792.10",-3.11518954315478,3.09066459335712,417.128167170637,1.1379665643324e-68,1.08250566756547e-66,TRUE
"ENSG00000187980.7",-2.83445952017714,-0.557439164908519,378.919450654034,6.43515907182939e-68,5.96456743919202e-66,TRUE
"ENSG00000121871.4",-3.38947511640802,-1.14750802168904,358.283169546595,9.32927096353855e-68,8.55925093375613e-66,TRUE
"ENSG00000148483.9",-3.63174302980484,4.17113691878359,406.905415551425,1.8157157836596e-67,1.64910789315897e-65,TRUE
"ENSG00000071203.9",-5.4653871324538,5.43551765085558,406.226256534609,2.18962095606315e-67,1.97876045799427e-65,TRUE
"ENSG00000108018.15",-3.47607525653693,0.3635957298308,390.933217382146,2.87701585099851e-67,2.58702410402722e-65,TRUE
"ENSG00000243955.6",-4.25172006343756,2.0000897453563,404.214065803987,2.97525722960842e-67,2.64900488512032e-65,TRUE
"ENSG00000162460.7",-3.39923599936529,1.7819402577756,403.882449278842,3.98328864281701e-67,3.51190043562315e-65,TRUE
"ENSG00000162817.7",-2.41875677268791,5.31619203209451,400.297285356253,1.09582893470144e-66,9.61456901252127e-65,TRUE
"ENSG00000184144.12",-3.39223914917543,-0.500804766439056,365.603814953703,1.24825346028093e-66,1.08990014691389e-64,TRUE
"ENSG00000143196.5",-3.74933452884039,2.38127918302921,400.519370406227,1.27445879405046e-66,1.10743116556096e-64,TRUE
"ENSG00000132915.11",-3.45566319471505,1.01433547179137,394.546972464681,1.61259327015182e-66,1.39454596960402e-64,TRUE
"ENSG00000133878.9",-2.71494210912186,-1.05087552579339,356.178658914324,2.6439804092702e-66,2.27558580557855e-64,TRUE
"ENSG00000133328.4",-3.31418701592232,1.248097096575,393.60727508863,4.13038024749961e-66,3.53803282432739e-64,TRUE
"ENSG00000169432.18",-3.26661372356172,1.50133867341719,394.771842017737,4.58629888656308e-66,3.91003613564817e-64,TRUE
"ENSG00000153446.16",-3.39068336475778,0.746853236901471,387.291891474919,6.43630368460689e-66,5.46149074157676e-64,TRUE
"ENSG00000184809.13",-4.05474784160675,1.55139107962662,390.332454696987,9.13904674702344e-66,7.71865097690195e-64,TRUE
"ENSG00000186642.16",-2.59237140629651,2.21871107763179,392.937730364446,1.13815946625618e-65,9.52365471903433e-64,TRUE
"ENSG00000233999.3",-3.07821232846452,-0.715471202287954,357.277054419511,1.930152110292e-65,1.60762991895933e-63,TRUE
"ENSG00000151623.15",-2.63983959945705,4.9670015605155,389.123819624012,2.72507981998752e-65,2.24899966513491e-63,TRUE
"ENSG00000113594.10",-3.14604226945388,2.4645962583288,388.424962490986,4.15347680612987e-65,3.41226999063597e-63,TRUE
"ENSG00000168447.11",-4.20763717569969,4.09394973875361,387.906504637869,4.30416383143892e-65,3.52006593164828e-63,TRUE
"ENSG00000118432.12",-3.51504033287197,0.489450004154356,372.164437074333,1.4484449611025e-64,1.16351974342074e-62,TRUE
