"GeneSymbol","logFC_COAD","PValue_COAD","FDR_COAD","logFC_READ","PValue_READ","FDR_READ"
"GDF15",3.23106543020367,1.57392592813019e-30,2.25591889175457e-29,2.35668388693405,5.63522637929773e-07,3.71829499055208e-06
"GDPD2",-3.24438351171335,3.75391904836442e-60,2.43183988817701e-58,-2.69270778391419,1.85026927679242e-16,6.40128874698781e-15
"GDPD5",2.73395172136979,1.05917592230491e-25,1.10912778793389e-24,3.28674488956834,1.20713679166804e-08,1.16303727155843e-07
"GFRA1",-2.83593578873308,1.47652393326405e-40,3.86203959042177e-39,-3.61250904225821,8.00586885916466e-25,7.24611999116616e-23
"GFRA2",-3.6521849572041,8.6940262163613e-121,6.83199260150062e-118,-3.39566660780837,3.86323563073889e-31,7.69256063760796e-29
"GFRA3",-2.75138211115556,6.21934803726558e-41,1.67025997660532e-39,-3.24221838310529,2.64670047263474e-22,1.89726076680349e-20
"GGTA1",-2.26849167388152,3.21446459292603e-47,1.18326340229216e-45,-2.65052986026414,1.61263547055595e-20,9.14558236323835e-19
"GHR",-2.07003465538809,2.04203634461098e-26,2.21402308893214e-25,-2.67897449006748,8.71686898787443e-11,1.30179174276415e-09
"GJB4",4.16413539532188,1.21261052477282e-26,1.33475777251791e-25,3.02612558985954,3.71237886106949e-06,1.99908478272915e-05
"GJB5",4.54614723743966,8.82911314890342e-15,4.01856940451474e-14,3.46987204156798,0.00138925457093878,0.00362927568014489
"GJC3",2.67971360206507,3.22201124009105e-21,2.43659544574919e-20,2.90004296206377,1.46962009857709e-06,8.80249391263373e-06
"GLDN",-2.50096343855614,7.29968191507253e-51,3.23623753282088e-49,-3.51772133698928,7.96219788165279e-27,9.08856995140762e-25
"GLP2R",-3.86350035319439,1.33865664930788e-126,1.09976728543594e-123,-4.12970191765256,2.02480739000187e-48,2.26791082726397e-45
"GLYATL1",3.08541447723154,5.7818935402342e-18,3.3907184894936e-17,3.49990797116669,5.3340734512629e-05,0.000210462197974642
"GNAO1",-3.38737354141689,5.779441970882e-61,3.88318342682979e-59,-4.05927216117993,1.70118434039261e-32,3.90858007233026e-30
"GNG10",2.50189129851381,1.37194444439056e-09,3.84800184480369e-09,2.49286844492783,0.00309928488954399,0.00730627262635068
"GNG4",2.62797828683135,1.57878938623356e-09,4.40695588676222e-09,2.85391747501351,4.46925283993056e-05,0.000180025803875917
"GNG7",-2.55011167232645,7.68284454773328e-59,4.78826663295625e-57,-2.88315425019915,3.00920018963619e-29,4.60922022209147e-27
"GNGT1",3.31073703110161,2.12147168514466e-16,1.09898192139022e-15,5.4829077717559,1.56735118449772e-06,9.32243630181999e-06
"GOLGA7B",2.51144077751478,2.19059575980654e-20,1.55632184601979e-19,2.66956041183853,2.6573375734845e-07,1.91176823181115e-06
"GPAT3",-2.45542832027352,1.09691746477863e-61,7.59604837486932e-60,-2.48547238981991,1.27792771345183e-19,6.50617686158244e-18
"GPER1",-2.12375757208268,1.86078763556237e-30,2.65654626580997e-29,-2.08410755378532,3.189905620765e-08,2.79268679187736e-07
"GPM6A",-4.10660824842329,8.08830220880681e-61,5.39439018900274e-59,-5.4442293254559,1.19867659402776e-35,3.58024720692859e-33
"GPM6B",-2.29402165227863,4.95227002565824e-40,1.25712539949083e-38,-3.69078173602586,1.43620079551242e-39,5.84958055826776e-37
"GPR143",2.14730604603334,6.10021468066379e-11,1.95557431958704e-10,3.0436382768238,9.92699552166109e-08,7.8336277738304e-07
"GPR15",-3.59291519471049,2.24542378268274e-54,1.15953684137737e-52,-3.29545074106463,1.40769287189756e-14,3.75965185652403e-13
"GPT",-2.84627973524063,1.35828171277146e-43,4.14688913456611e-42,-2.05270502985783,1.78757212212223e-06,1.04416818776247e-05
"GPX3",-2.31541470952903,5.18722349079529e-37,1.11082793095538e-35,-2.15099821537426,1.12515959358749e-09,1.34966432909515e-08
"GREM2",-3.78732271238887,5.7740436731059e-64,4.49827867878086e-62,-3.68841420475124,1.45205386321653e-21,9.29366331525122e-20
"GREP1",2.70934665686434,3.60711562356711e-09,9.74368671055925e-09,3.55103926896135,0.000199157894974142,0.000668497590528489
"GRHL1",2.3641116777114,3.99764883676027e-30,5.5923765538394e-29,2.58125640510914,6.12484455769458e-09,6.27577697646909e-08
"GRHL3",3.80387738721073,7.84896929266648e-31,1.14128938854106e-29,4.58650541196576,9.03231710595671e-10,1.10114391058402e-08
"GRIK3",-3.4039880920729,1.33170472024251e-87,2.64497045205089e-85,-4.4913293519035,9.8421238534207e-56,2.51972430824503e-52
"GRIK5",-2.76349695062803,2.70700131980447e-49,1.10944085837066e-47,-3.37233167756859,1.83215036715683e-24,1.60165691364964e-22
"GRIN2B",3.56964403278994,4.43370656701287e-27,5.02727807353768e-26,2.78972536970147,5.26212989700618e-08,4.41078717887033e-07
"GRIN2D",4.91170993181294,1.06533942630771e-57,6.39699162494537e-56,5.89787657666255,4.63287349253412e-19,2.20813100690702e-17
"GRK1",3.38437354517533,1.09484692788976e-14,4.94212371994992e-14,3.60902016340831,7.10875770512304e-06,3.54173052080928e-05
"GRM8",2.27469799462249,1.13487979349739e-09,3.21552239969772e-09,2.06781688271234,0.000710207789353411,0.00201322900870017
"GRPR",3.01403160631633,2.96852621816015e-11,9.80503341868176e-11,2.27638679741988,0.00639336998082982,0.0137744149346539
"GSTM5",-2.86502201389231,3.86414593576902e-81,5.82004780359077e-79,-3.32585817160547,2.7047244711637e-31,5.57142152272698e-29
"GTF2IRD1",2.20454759058298,2.03035683046126e-52,9.58137581038039e-51,2.38108288541306,1.50189472306357e-18,6.69538689851299e-17
"GUCA2A",-5.28663171557129,7.57910075534372e-87,1.44194386370613e-84,-4.47876655888169,2.50550879419664e-20,1.37733813192632e-18
"GUCA2B",-6.4323499772683,8.91668142836431e-115,5.55724483228471e-112,-4.94574488900717,2.45202852370339e-21,1.52579177685029e-19
"GZMB",2.15003034163857,3.64461934043093e-11,1.19270052433367e-10,3.02192606935573,1.60375657608386e-05,7.25909023072672e-05
"H19",3.82362781354176,4.23802357187696e-12,1.51799520487721e-11,4.3590497076846,0.000487981849063915,0.00145243692361309
"H2AZP3",2.46737222882621,8.47689113859268e-12,2.95546547914591e-11,2.0580367654897,0.0011544265543516,0.00307955913672745
"H2BC18",3.60946428835859,1.46473303393571e-10,4.5385881802424e-10,2.11791644390639,0.000227012520433685,0.000748673422652201
"HABP2",6.30601326515534,3.96540539249251e-14,1.7088873882668e-13,8.05093378644592,0.000447527953396406,0.00135110317601364
"HAGHL",3.68595614062488,1.16547024709218e-29,1.57082097285191e-28,3.70035236851794,7.67338667180111e-08,6.2083414241692e-07
"HAGLR",-2.05077359285073,1.27227166816943e-24,1.23430156363362e-23,-2.61776141663511,4.18386370290349e-11,6.55411026396271e-10
"HAND1",-3.91690262885845,6.05597699605977e-46,2.10897356891685e-44,-4.63414173312312,1.02990668442967e-21,6.86132256195689e-20
"HAND2",-3.77633447056849,1.90937631345474e-64,1.51359945128864e-62,-4.55750627171911,1.507563638718e-30,2.78526267726446e-28
"HAND2-AS1",-4.1101012222244,3.88709806399891e-76,4.74698718977813e-74,-5.71988618731643,6.74516433255949e-45,5.03667041682494e-42
"HAPLN1",-2.3383025910801,1.31973096856493e-46,4.71399555846692e-45,-2.85592022393114,1.36805475422482e-20,7.85798373412274e-19
"HBB",-2.59002287460868,5.09472454235692e-27,5.74077627048372e-26,-2.45269945200026,3.70921742102206e-08,3.20196943170214e-07
"HCAR1",3.62957035540558,1.16915948210717e-13,4.81024094687114e-13,4.25865581827543,9.89270958434217e-05,0.000361589329922488
"HCAR2",2.35118272166582,1.03816006171471e-07,2.46178233474569e-07,2.37220851099019,0.00469110216974807,0.0105244419108732
"HCAR3",2.58202802707844,1.06375438035967e-08,2.75606316952704e-08,3.38901198928975,0.000454291387991617,0.00136760557100584
"HDAC10",2.02022453973208,2.0246681688444e-15,9.64773332024616e-15,2.49179787909604,7.40280640132201e-07,4.75504277842623e-06
"HEPACAM2",-2.39838003398066,1.79895487154288e-16,9.36202428686034e-16,-2.42061605885044,0.000104918081509348,0.000381077612227206
"HEPHL1",2.78510056810028,1.49623197156832e-09,4.18361643782886e-09,3.950695233224,0.00049425096833972,0.00146768377856108
"HEXIM2-AS2",2.06753020483947,3.36869890431262e-23,2.95275771079274e-22,2.86555796846345,3.63605491702152e-09,3.91832472447039e-08
"HHLA2",-2.78028608872678,7.30543827260661e-51,3.23623753282088e-49,-2.55443059990421,2.69676420818709e-15,7.96289747898646e-14
"HIF3A",-2.2630253144069,7.16291794468442e-28,8.55102899156051e-27,-2.23541080575966,6.97186343833975e-10,8.69469482800882e-09
"HILPDA",2.53203999700301,8.03047325394769e-42,2.2714049075407e-40,2.32672513882638,8.68319103578527e-13,1.75832165595828e-11
"HISLA",2.63955106694803,4.23377450841056e-13,1.66097765281121e-12,3.17500129080214,0.000623289113890805,0.00179149385886722
"HLF",-2.51781152539431,2.90579932784822e-57,1.72761240301081e-55,-2.88483488558905,5.25040280624951e-17,1.968461688092e-15
"HMGA2-AS1",3.68469402830193,3.30517395594827e-14,1.43496790967593e-13,2.62688768222038,0.000157205371963441,0.000543351489094856
"HNRNPA1P27",2.15549538133382,2.95318788227817e-17,1.63479074377629e-16,2.11852920617777,5.07841586699063e-05,0.000201528544624312
"HNRNPUP1",2.5145962646388,3.6667519772065e-11,1.1992919876227e-10,2.549681215206,0.000339505240339744,0.00106090207709303
"HOGA1",2.99692003774579,7.39721678150133e-19,4.63422170221335e-18,2.59755265052202,0.000165803446543556,0.000568899782789022
"HOXB8",2.79731395800232,1.80801292491062e-16,9.40374837549194e-16,3.90339889983994,7.89787091234323e-09,7.91598124273507e-08
"HOXC11",3.7589148261807,2.59093592315615e-10,7.80476264585405e-10,6.24997007114313,0.000345868267375902,0.00107777868538403
"HPGD",-2.80355459665734,2.29813405365919e-47,8.51157272250742e-46,-2.83694276909526,5.37101691954736e-16,1.72498197518294e-14
"HPGDS",-3.04702521397716,2.93781494505429e-100,1.00185032673417e-97,-2.73725379418417,7.718379912723e-26,7.81475064496661e-24
"HPN",2.37285893657134,2.04228869230023e-06,4.27522884232504e-06,3.6324721734557,0.00200155504753665,0.00499510764613623
"HPSE2",-3.1917245648583,1.76695790776782e-85,3.19359972249957e-83,-3.71698477544997,1.83064167944428e-40,8.41203321469765e-38
"HS6ST2",3.60400554445195,3.88572445342672e-18,2.30415301086728e-17,2.83047982540552,0.00123712454475192,0.0032796610897188
"HSD17B2",-3.26055645550944,1.4175765002608e-48,5.58197770494851e-47,-2.69491895833627,2.53942339583831e-13,5.5907870610342e-12
"HSF4",2.01516131491275,4.22038672441919e-20,2.9214580489143e-19,2.4767711990067,5.52080151258798e-08,4.61465876432319e-07
"HSP90AB3P",2.04619751546112,5.05011963155512e-15,2.33860779453567e-14,2.16393076556663,2.67050714947539e-06,1.49323427849449e-05
"HSP90B3P",2.46945660135699,2.17314705212537e-09,5.99107074742432e-09,2.66298655458345,0.000936211873246023,0.00256796729754248
"HSPB6",-2.97770781788878,3.36246705833469e-34,6.16987102663363e-33,-2.9118300452559,8.07808836435575e-11,1.21176317562835e-09
"HSPB7",-2.69716013533002,2.19255821181436e-28,2.70131541379229e-27,-2.59220303747353,1.96561423739633e-08,1.80809991571107e-07
"HSPB8",-3.55487087142669,1.08288680367668e-63,8.40004124019413e-62,-4.32486403329299,2.54430075724664e-30,4.5596413870617e-28
"HTR1D",2.77554696399482,2.53909001312765e-16,1.3063339851201e-15,3.30635489225483,6.84682563572819e-07,4.42967372627743e-06
"HTR4",-2.83735013607751,6.89553722746299e-45,2.25370596472271e-43,-2.10739687948809,7.8013011783929e-08,6.30045598999455e-07
"IBSP",6.33908149736683,4.58644118670217e-20,3.16636126846658e-19,5.28442418536478,8.21023150242109e-05,0.000306149726914042
"IER5L",2.0449044913099,8.0127599946273e-23,6.82803508453059e-22,2.76083868594786,5.09434387151539e-09,5.30789165822252e-08
"IGF2",5.92930843200869,1.96237600010866e-10,5.99627790802432e-10,6.01461161270684,0.00154477405863516,0.00397814282293442
"IGF2BP1",4.77420228938576,1.25393101307288e-11,4.30456773604543e-11,6.14700569891297,0.000146874966499972,0.000511692510623249
"IGF2BP3",4.26442262888843,6.86239797962098e-14,2.8972431927977e-13,3.6264559179185,0.00234027311721617,0.00571545850826261
"IGFBP1",3.50336397702125,2.07728714054732e-10,6.32601310501302e-10,4.41087081574863,0.00264102941771571,0.00636239927340816
"IGFL2-AS1",6.28521969802472,6.34628017499934e-15,2.91567534018653e-14,5.37978767573538,6.98884128162443e-05,0.000265522630078422
"IGFL4",5.76080842743268,3.41614341479099e-33,5.90280842054803e-32,5.22625785276695,3.44330167863619e-10,4.57091921354364e-09
"IGHA2",-3.62461520087984,1.01197254771659e-30,1.46910777730359e-29,-2.45981857144287,6.16099539124435e-05,0.000238382626426767
"IGHV1-58",-2.46075995933605,1.06929796952118e-20,7.77413173818417e-20,-2.27555747290671,6.1081869552722e-06,3.09835319630436e-05
"IGHV2-5",-2.2349102932646,1.66978665832844e-15,8.00735581391036e-15,-2.00238952012379,0.000363256097866113,0.00112550354942231
"IGHV3-7",-2.59066701980492,3.95152278269747e-24,3.71397934344639e-23,-2.22216146451536,1.16934421936415e-05,5.50792320806645e-05
"IGHV3-72",-3.05876997725018,1.79308494932711e-32,2.95156806686141e-31,-2.16273684139792,7.13423023077319e-05,0.000270348434179165
"IGHV3-74",-2.72048187547528,7.54284546478173e-25,7.48240334415285e-24,-2.07284296776212,8.90745513551903e-05,0.000329067209819906
"IGHV3OR16-13",-3.56891011263182,9.39235791639049e-81,1.38014208927514e-78,-2.4154156233311,7.02323689942909e-10,8.74051586629644e-09
"IGHV7-4-1",-2.37770611547351,1.76445792143924e-12,6.53232537322673e-12,-3.29998094027705,1.28741595154671e-08,1.23115161513706e-07
"IGKV1-12",-2.29201040412877,1.1932571115336e-17,6.82713802907826e-17,-2.22087939282535,6.23857610917121e-06,3.15321885748396e-05
"IGKV1-16",-2.37534118515049,3.14995447521263e-19,2.02967120089102e-18,-2.22214141310902,7.14155667916913e-06,3.55510659020528e-05
"IGKV1-17",-2.49084444775111,3.38985853736632e-21,2.55817549913816e-20,-2.24176419148979,8.15845949439753e-06,4.00130685821287e-05
"IGKV1-39",-2.87757354753947,2.06776214818646e-37,4.5799917973434e-36,-2.28897618484049,2.40361516372118e-06,1.36098538227638e-05
"IGKV1-8",-2.14269210217235,1.8070721257269e-17,1.01811164589738e-16,-2.21766453085836,2.82023593542201e-06,1.56814918394967e-05
"IGKV1-9",-2.11109161367185,8.25976844037663e-14,3.45491911111704e-13,-2.01964955048273,0.000170732516674112,0.000583688941494995
"IGKV1D-17",-2.15897526104085,1.74469712628007e-17,9.84664277148127e-17,-2.07452291863164,3.57283141722882e-05,0.000148146024590832
"IGKV1D-33",-2.76109829899481,6.0947527352552e-38,1.39262403207336e-36,-2.20054833312109,1.55868528891027e-06,9.27705050234506e-06
"IGKV1D-39",-2.85559267734442,3.38671992434495e-31,5.05880792666203e-30,-2.59012276785984,5.0922885151571e-08,4.28244497795075e-07
"IGKV1OR2-108",-2.93080087835099,2.4205434644709e-40,6.20551809600669e-39,-2.14668831833422,1.37610991657791e-06,8.30625322162101e-06
"IGKV2-28",-2.6622177867695,1.96885870971394e-31,2.99790668233949e-30,-2.50555538647035,2.32726808500723e-07,1.69334029035382e-06
"IGKV2-30",-2.88713122566109,1.26216150650879e-29,1.69482221906685e-28,-2.56156573567042,4.04985397909181e-07,2.77436671098258e-06
"IGKV2D-24",-2.32114883346055,7.96538197818306e-22,6.29498530274073e-21,-2.07915012027005,2.68201122826365e-06,1.4991991023616e-05
"IGKV2D-28",-3.00833429894964,2.17699598854084e-42,6.2455596026805e-41,-2.42572516178653,4.28697288034791e-07,2.91341831584054e-06
"IGKV2D-30",-3.356166134012,6.58908635047197e-73,7.04681341410831e-71,-3.50891661135179,7.44550509236599e-27,8.55326261283916e-25
"IGKV3-20",-2.322671976115,1.00499418907712e-19,6.73748700793024e-19,-2.10594678997458,6.26986349819921e-06,3.16781008602278e-05
"IGKV3-7",-2.58819520514789,9.19296354815733e-33,1.54417865399066e-31,-2.36857086793859,8.60684629840776e-09,8.55481378334805e-08
"IGKV3D-15",-2.72435253809394,1.60583307021063e-36,3.3787924226993e-35,-2.08094294894391,8.07367557464471e-06,3.96608239079702e-05
"IGKV3OR2-268",-3.07821232846452,1.930152110292e-65,1.60762991895933e-63,-2.57611761092478,1.99285127567233e-11,3.26751031210648e-10
"IGKV6-21",-2.75071134068302,5.02240543879294e-33,8.55560376067329e-32,-2.82824520344691,3.03583648431677e-10,4.09061846883013e-09
"IGKV6D-21",-3.23647348410976,6.36479130321559e-41,1.70378216101739e-39,-2.20664659485713,1.8075339686491e-05,8.09011394909104e-05
"IGLJ2",2.6690998376309,1.10608227631814e-06,2.37285828631145e-06,2.97486371651214,0.0087879584309404,0.0182152443951981
"IGLL5",-2.40807698394014,2.025424344025e-31,3.08144104325823e-30,-2.1731067091015,1.28087443264529e-07,9.90273973573612e-07
"IGLV1-44",-2.26060404152219,1.67777126026516e-16,8.75152604849424e-16,-2.16474938043425,3.56318425615686e-05,0.000147780201468612
"IGLV10-54",-2.80596179830766,4.48743068285262e-21,3.36120274189301e-20,-2.93188805991525,6.88913364900785e-08,5.63745041661505e-07
"IGLV4-60",-2.02735865586044,1.1888168231714e-10,3.70843549568516e-10,-2.89457686671184,1.04639953085534e-08,1.02137941135395e-07
"IGLV4-69",-2.1169911122661,3.25982879368215e-12,1.18072436106235e-11,-2.0105625336606,0.000216345862330003,0.000717589153954468
"IGLV5-45",-2.09378125983582,8.18598048875252e-13,3.12401628702941e-12,-2.12927869050657,7.02581505463097e-05,0.000266814222492142
"IGLV7-43",-2.83451943551609,1.1565506845269e-27,1.35825192151652e-26,-2.73879240883827,2.3129394557361e-08,2.08922318479065e-07
"IGLV8-61",-2.17226816004682,9.70108905493107e-13,3.67969535317574e-12,-2.59619259889283,5.98083411374873e-06,3.03774437457405e-05
"IGSF10",-2.68662771179646,1.29614106517057e-45,4.42844113646369e-44,-2.4679125976848,1.65921768695972e-08,1.54949662157401e-07
"IL11",4.62447599988298,9.50997864594252e-23,8.05074257830282e-22,4.94412901256951,1.99187157740955e-06,1.15075211279035e-05
"IL17A",2.25091189587142,2.00096169767019e-09,5.52987488129832e-09,3.59407053181885,3.63695007547558e-05,0.000150456561178665
"IL23A",3.04043914933823,4.39217299489378e-20,3.03688350075402e-19,3.17239413344431,8.49177965942583e-05,0.000315401416117244
"IL24",3.44655039007687,3.49168939293442e-14,1.51195002606365e-13,3.70411162388363,0.000614494094852046,0.00177018946694157
"IL6R",-2.75665099203623,2.03717456728615e-95,5.33621639552606e-93,-2.49427143852728,3.7895291976463e-21,2.28660446973129e-19
"INA",-2.43362347181541,1.41572172783044e-26,1.55265500660239e-25,-3.49811763696301,4.09270762165906e-30,7.05244358536077e-28
"INHBA",5.53868057323904,1.50187928045174e-41,4.16973365820041e-40,4.40472138893178,2.25046146330707e-10,3.11914306913581e-09
"INHBB",2.22150336259853,7.53835157243888e-11,2.39704726108832e-10,2.90799826906501,7.08738581687284e-05,0.000268867572447456
"INSL5",-6.32775075151874,3.60435901908017e-132,4.6532274936325e-129,-5.96686351567963,6.70424789937551e-27,7.80174198731873e-25
"IPO4",2.94200232096013,1.10283622032557e-18,6.81691581606168e-18,2.57179487475627,1.89070978461036e-05,8.42983057287335e-05
"IQANK1",2.90394073518886,2.33854182857253e-51,1.0566701252405e-49,2.94182975013406,2.70154660299301e-15,7.96289747898646e-14
"IQCN",-2.00126945161216,1.70212043602351e-33,2.99553308283242e-32,-2.03195583650814,6.57632807144762e-16,2.08961658454633e-14
"IRAG2",-2.32949181916136,9.43074544533735e-41,2.49562654727712e-39,-2.63582847910719,1.34374286142488e-18,6.0052907280786e-17
"IRF4",-2.38204517773019,1.33654257454151e-33,2.37295387939718e-32,-2.07104679988281,5.51552662611973e-09,5.70033175701797e-08
"IRX2",2.65739529958082,7.29806204168444e-08,1.75615994330189e-07,3.20409735639714,0.00242979109439087,0.00590911741112482
"IRX2-DT",2.76374392118654,5.26307564915582e-10,1.54131617340025e-09,3.13215113177693,0.000705645646867824,0.0020021969027103
"IRX3",3.46259255408345,1.86333565333986e-13,7.52579410021555e-13,2.07298511145908,0.0078713683892873,0.0165275680028609
"IRX5",4.49346223712064,4.70392280872644e-27,5.31699192275933e-26,3.34548849689134,7.82104082790531e-06,3.8558699498457e-05
"ISM2",3.51578759734604,2.43150164048849e-11,8.10530443566745e-11,5.18360001549504,2.96411054663088e-05,0.000125727396700999
"ITM2A",-2.07147094258297,2.61164900336161e-36,5.39462218134374e-35,-2.97543871176296,7.96489054996087e-26,8.01903390707015e-24
"ITM2C",-2.21656775905027,3.41955328104794e-49,1.39514686233996e-47,-2.11303941034749,1.15219343128624e-12,2.28918608448789e-11
"IZUMO2",3.28997562515798,1.85263682493843e-12,6.84475837570263e-12,2.12588147649299,0.00294681426659778,0.00699560981212065
"JAG2",2.00490431639134,1.87515003429903e-21,1.44464883716627e-20,2.37911010859824,2.40625681321815e-08,2.15936546568264e-07
"JAM2",-2.33434850360862,4.0410603753828e-47,1.4845147403388e-45,-2.84370590364731,1.89883803691681e-25,1.79100402418875e-23
"JCHAIN",-3.68910779499527,1.22594683947802e-40,3.22060511289619e-39,-3.98308139861323,2.99484577325904e-15,8.76971096447309e-14
"JPH2",-3.08213045230437,1.1626964375378e-46,4.17784799444496e-45,-3.48121032081787,3.68619330194297e-19,1.79511603706848e-17
"KCNA3",-2.11058069895419,9.05334439608577e-35,1.71340467659533e-33,-2.05932828502625,1.33237644033264e-10,1.92716046708646e-09
"KCNB1",-3.06667413346652,9.2960431028845e-62,6.48713061936426e-60,-3.85462715617479,1.16218156659588e-31,2.53993364084937e-29
"KCNH4",2.02310294286423,6.8343959734166e-14,2.88676963831577e-13,2.7154585544461,1.94167095269849e-05,8.63227118415023e-05
"KCNH8",2.66833449598827,7.64721932717998e-22,6.05148170400398e-21,2.49104828897277,6.79922622743839e-08,5.56793554760991e-07
"KCNJ15",2.33276537799845,1.12462720421987e-10,3.51548116379624e-10,2.15540429100277,0.00144307496572366,0.00375400587323757
"KCNK3",-2.84526786913991,3.28472584091861e-37,7.16141554267345e-36,-3.1363673271471,1.09202498910244e-21,7.13905487394823e-20
"KCNMA1",-2.79835140806063,3.97489981224764e-37,8.59358124480428e-36,-3.78500397328625,3.86661363093047e-23,2.93616876609767e-21
"KCNMB1",-3.21560787628469,5.63457302950539e-52,2.60458498555704e-50,-3.61420653627105,5.06739425736842e-21,2.9872622528388e-19
"KCNMB2-AS1",3.85844702715,4.39834739191612e-21,3.29720990300672e-20,3.70346579497347,8.75534160414418e-06,4.25907917719511e-05
"KCNN3",-2.1802299165206,4.49624540865922e-48,1.72904552161929e-46,-3.18140937466637,9.05496574602846e-36,2.75040747685722e-33
"KIAA1549",2.35508586465788,8.02610435719718e-54,4.0295502819995e-52,2.25759053940639,7.38274374367523e-15,2.0449173204081e-13
"KIF1A",-2.43224483591255,1.9764332564797e-17,1.11007006456228e-16,-3.43822264968822,3.18711018482874e-17,1.22043165859649e-15
"KIF26B",3.3195918365286,3.64334842989304e-23,3.18423015096164e-22,2.79976027854102,3.51045153299523e-06,1.90292806784052e-05
"KIF5A",-2.30343173361801,1.71410266048196e-33,3.01368594217422e-32,-2.50862951771203,3.52235687380891e-13,7.51478065899159e-12
"KILH",3.82644297119784,2.27611942519275e-11,7.61120860146785e-11,4.0210645969454,0.000879841972821941,0.00243666326610138
"KISS1",2.58750273731086,9.74131992143752e-14,4.03817927201976e-13,3.05808417758625,7.76928668759134e-06,3.83351835705739e-05
"KLC3",5.91030554572238,2.16221459559295e-22,1.77393856562628e-21,5.15127505701776,9.9962434357988e-07,6.23213930211304e-06
"KLF4",-2.45214892166447,1.30942859098377e-62,9.54298885219382e-61,-2.44654444768975,1.81457443269968e-17,7.16277277718304e-16
"KLHL35",3.97728118941295,1.18189808551695e-27,1.38442164599049e-26,3.58159340280094,2.94202773289639e-11,4.69911577551125e-10
"KLK10",5.29473166228005,2.45943803465523e-22,2.01139742255017e-21,4.92860122642781,4.73083893663497e-07,3.18080239869391e-06
"KLK11",3.34887913800804,1.95812721638805e-12,7.21147243584547e-12,2.95644430739029,0.000752207987141435,0.00212255067510025
"KLK12",3.36771644697163,1.02430443923805e-10,3.21466894161982e-10,2.85467200406111,0.0022111828149708,0.00544396307557242
"KLK6",9.71069889735696,1.21572190610536e-25,1.26645289515552e-24,9.47571403732958,4.85179553479967e-08,4.10136923486532e-07
"KLK7",8.52353636168313,7.14217443141836e-19,4.47909995397139e-18,7.87979013360883,1.31793772203658e-05,6.09359182575274e-05
"KLK8",7.71307458518934,3.11323904367917e-16,1.58816490193218e-15,8.66577575461891,3.65509718976689e-05,0.000150959342204895
"KLRG2",3.73070095298459,5.83964459308528e-12,2.06668761259885e-11,2.2424244514833,0.00612734749613239,0.0132650633580803
"KREMEN2",2.39951322877251,4.27061743872909e-17,2.32912310161706e-16,2.78418375258668,2.37055382439722e-06,1.34481465929163e-05
"KRT16",6.14251975211514,1.14550526018545e-14,5.16305787346429e-14,5.24519907466242,4.43841649392721e-05,0.000179065425456257
"KRT17",5.16586279171292,9.44586337335427e-19,5.87489795629749e-18,5.64462906879527,9.56176108246551e-07,5.98938554207845e-06
"KRT20",-2.75203221423775,3.28537224339192e-42,9.3806979347655e-41,-2.37613277916342,6.60662924840486e-10,8.2853325934684e-09
"KRT23",7.27580434016182,3.43393720534026e-27,3.91577167503595e-26,7.92820440494233,4.14075872118374e-10,5.38900051142584e-09
"KRT40",2.22298913602848,4.6729486828544e-06,9.45364612647307e-06,3.83140337076014,0.00819150864544512,0.0171295246715312
"KRT6A",5.88571939877929,4.90666880015341e-12,1.75020982620827e-11,7.2316931837054,5.3745501817483e-05,0.000211919282303875
"KRT6B",5.40713263610452,2.59516768072555e-16,1.33442562336938e-15,6.75195472283575,8.91503493095935e-06,4.32502276658697e-05
"KRT7",3.91646934520044,6.66171190934436e-14,2.81712169044198e-13,3.10494285747017,0.000130626595262229,0.000461091040711916
"KRT75",7.15902383909954,6.31241966935374e-17,3.40264459003577e-16,6.91329445124881,8.7990630098405e-06,4.27802518175126e-05
"KRT80",6.791716023532,3.48524693394472e-77,4.37446896417479e-75,6.24390804873113,9.12804174129607e-23,6.78770274048825e-21
"KRT8P36",3.84754329828306,1.28981764879323e-09,3.62835240222393e-09,4.8191881844316,0.000400134763247461,0.00122473357679893
"KRTAP5-1",2.02704189163423,6.30100995855528e-18,3.68081622465831e-17,2.83051684153473,1.15584099709242e-08,1.1190613997241e-07
"LAIR2",2.68867860236305,1.40889295937012e-14,6.29215007354968e-14,2.14098479187397,0.000458865420139114,0.00137859634439448
"LAMA1",-2.47127719982567,1.49242493077759e-41,4.1541881147655e-40,-3.07536312995547,1.13038814593034e-19,5.78791027520506e-18
"LARGE2",4.51036125958294,4.93970547766604e-41,1.33653049106791e-39,4.51595862974875,7.6102115672783e-14,1.81359842416482e-12
"LCAL1",6.97644893639259,1.11844856390529e-16,5.89869837876402e-16,6.81173820222543,1.53336342739245e-05,6.97269880291806e-05
"LCN12",2.1467378455699,3.99427400045693e-15,1.86351337853016e-14,2.21897006865601,1.4138483358217e-05,6.47966923234584e-05
"LCN2",2.25591003013044,3.80922423407762e-09,1.02604946060684e-08,2.65150775475123,0.000459589886932125,0.0013798476065858
"LDB3",-3.97771058250558,2.5471482330874e-78,3.38508508564865e-76,-4.43847830107867,1.88740428324015e-29,2.9412323617345e-27
"LDHD",-2.94611471751498,1.62120220693143e-58,9.89919212435091e-57,-2.38253517244613,2.85965272142694e-12,5.41731886053829e-11
