"GeneSymbol","logFC_COAD","PValue_COAD","FDR_COAD","logFC_READ","PValue_READ","FDR_READ"
"CLCA4",-5.36344818105773,1.12161776988539e-55,6.14306653724499e-54,-4.86027698176165,2.84610497341863e-14,7.3283113834246e-13
"CLDN1",4.86582114244138,4.66210336218403e-65,3.79562415171686e-63,4.8409318884647,1.03557202219503e-17,4.23709730816372e-16
"CLDN14",3.19172993923721,1.04712421607208e-16,5.54681215746973e-16,3.129391709081,0.000134065672853117,0.000472207335534731
"CLDN16",2.9856808757727,4.30302539330495e-24,4.03177195223399e-23,2.78766280152606,1.35528979078041e-05,6.23892842038933e-05
"CLDN18",7.43896087870619,7.14572600281767e-12,2.50488463488997e-11,4.68287732640753,0.00651376392779723,0.0140068590532822
"CLDN2",5.46320553933701,5.49291422997673e-24,5.1069409358333e-23,6.5472317395342,1.04616175384231e-08,1.02137941135395e-07
"CLDN23",-2.95146627588193,9.29983576792227e-84,1.55634473767988e-81,-2.7477947411217,2.18638401345664e-24,1.8747458327826e-22
"CLDN8",-5.7130252920141,2.7911262281072e-93,7.00650214539021e-91,-4.71718300022067,6.36970789255988e-16,2.0311661057396e-14
"CLDN9",2.56772389069384,4.95687969307369e-13,1.9329157189345e-12,3.43379900040635,4.95720042554451e-06,2.58099909431096e-05
"CLEC10A",-2.70577587103327,7.95515194271581e-48,3.01428545519173e-46,-3.05855381570389,4.06755944350271e-19,1.9490570263907e-17
"CLEC3B",-4.03604462442796,1.20915904778968e-150,2.73179257871882e-147,-4.2289452381833,1.1841633412436e-45,9.6460869265575e-43
"CLEC5A",3.76107745367833,1.44975791727033e-21,1.12700750953737e-20,3.36320183868156,5.41831589257746e-06,2.78627371910705e-05
"CLU",-2.30396340918865,5.22653863140717e-30,7.22205345749642e-29,-2.10344928402319,1.2213881311712e-05,5.71202940989539e-05
"CNN1",-4.16726644992744,1.09283981401047e-61,7.59604837486932e-60,-4.06553000083672,3.70310501942294e-19,1.79846463558478e-17
"CNN2P4",4.61941949834209,5.21450596961296e-09,1.38680077832232e-08,5.57140557921597,0.0011987547197145,0.00318831750252352
"CNR1",-3.51504033287197,1.4484449611025e-64,1.16351974342074e-62,-4.82897738118804,2.43743918971741e-48,2.56949104228975e-45
"CNTFR",-3.88360844485993,3.87652748905787e-53,1.89876308501984e-51,-2.29870037332852,1.23133203948775e-05,5.7525290614338e-05
"CNTN1",-2.43464319248704,1.73763277666297e-24,1.67053057475566e-23,-3.31172436116182,1.97288762024768e-13,4.44172349779632e-12
"CNTN3",-2.53043870038337,4.616993358946e-32,7.37820848537488e-31,-2.37713691781437,1.66626774670419e-08,1.55468498151787e-07
"CNTN4",-2.37331345541803,3.11604022786724e-51,1.40097788752419e-49,-2.28252022910319,1.27250243886753e-16,4.50682138477176e-15
"COL10A1",7.98695874246908,1.15972951298252e-33,2.06919557923455e-32,7.5264807745942,3.14025230209831e-08,2.75594816385425e-07
"COL11A1",6.65605241625049,1.90311463110614e-35,3.7387928089796e-34,5.53216644670738,1.41895005482313e-08,1.34544994351774e-07
"COL1A1",2.67904161236524,2.64397422129026e-18,1.58708701679177e-17,2.79862378647724,5.11484202930736e-06,2.65459264428663e-05
"COL4A6",-2.17128230398441,3.83837740293443e-32,6.17263853387852e-31,-2.06586453713157,4.29469617110391e-09,4.55955272999723e-08
"COL7A1",3.23236777775295,5.87788468945169e-27,6.6026654988906e-26,3.65941584388911,3.63187391893144e-09,3.91617403737487e-08
"COL9A3",3.18258894591129,1.0834616040914e-12,4.08649520708428e-12,2.99078954656319,7.1833339060406e-05,0.000271802273079484
"COMP",6.04388234161642,2.42808348497293e-21,1.85482590479293e-20,5.97521554572535,8.98116306906037e-07,5.65535570487108e-06
"CORIN",3.41743522907846,1.19474274091138e-24,1.16220561352165e-23,3.60260017280171,1.10857085011793e-06,6.82704405668848e-06
"CPED1",-2.18992826099926,4.41503169800903e-37,9.51099915492435e-36,-3.15436956408332,9.41623465611911e-26,9.3749078484617e-24
"CPM",-2.43893287466638,4.00578935429978e-54,2.04521572852018e-52,-2.831803129886,1.6778778583796e-19,8.37583540390553e-18
"CPN1",3.21189455199006,1.06886168791567e-10,3.34579254371109e-10,4.74306134275964,0.000382916042396429,0.00117948408315339
"CPNE7",5.73490457840475,5.11320829025161e-43,1.52000208286197e-41,6.2017337347709,4.70715095561766e-13,9.84327331104132e-12
"CPNE8",-2.04651412392061,2.23725426220783e-40,5.76835000501347e-39,-2.12699335136749,2.92832770430272e-14,7.51841845111877e-13
"CPXM2",-2.35443995834545,5.88448093912088e-29,7.56982978602639e-28,-2.73402678108451,1.05019567192443e-11,1.81141064836936e-10
"CR2",-2.55556886065704,2.06849069694506e-19,1.35211214671193e-18,-3.91132695854681,6.42216166912567e-16,2.04425504924336e-14
"CREG2",2.59585454759578,2.82695169021745e-11,9.36479561015217e-11,2.05924044613361,0.00613663610356657,0.0132835675337621
"CRIPTO",3.12159868224763,1.82911794282164e-20,1.30825000785747e-19,2.91365440014991,9.7252084269101e-08,7.69812103439293e-07
"CRLS1",2.10313824506175,7.06057369369108e-12,2.47647601280366e-11,3.15536216632578,0.000107362484716465,0.000388538588167158
"CRNDE",4.9165073263988,2.01170870293656e-41,5.55957539707574e-40,4.24778796474317,3.24574011564513e-11,5.16472665745389e-10
"CRYAB",-2.39476761880119,1.50398198856104e-39,3.7493752360348e-38,-2.57109876936149,1.59135012229397e-13,3.64222037568713e-12
"CSF2",3.3344334710249,1.60008893988025e-15,7.68944629071939e-15,4.22798785709094,2.7021261997332e-05,0.000115904269089082
"CSRP1",-2.22240150666126,2.94656478502943e-80,4.29485580037273e-78,-2.64356001799088,1.94350292109502e-36,6.33263924526252e-34
"CST1",8.4624327811434,7.0377070136498e-33,1.19100670940736e-31,8.13114407111716,3.05069646655875e-09,3.34587095331697e-08
"CST2",6.05548182130494,5.99453292845137e-23,5.14215415988752e-22,6.36033180009248,3.02801532430549e-08,2.66602512353434e-07
"CST4",6.43286680541169,2.42031477401096e-18,1.45524847722802e-17,5.77089053328198,4.07741876191941e-05,0.000166328885445617
"CST6",3.31675365990753,2.94765164115319e-11,9.73964456347398e-11,5.94268752862802,0.00143672755857574,0.00373857914581615
"CTHRC1",3.88731675919568,1.09878839005749e-31,1.71350313735109e-30,3.53053772375696,7.95894822081986e-08,6.41044094675563e-07
"CTSG",-3.23569671764094,1.4075081406625e-51,6.44032965426176e-50,-3.5213538255601,1.10432710346991e-21,7.17052392075519e-20
"CWH43",-3.96358291519767,1.3733312402836e-54,7.30046730496641e-53,-3.41505769927272,1.7008567373559e-12,3.29524903677352e-11
"CXCL1",2.94664121356132,1.56153223150621e-21,1.211293285504e-20,2.89373654539319,3.79061145341844e-07,2.61933050471908e-06
"CXCL11",2.55119151280661,2.23087914444876e-10,6.76979678589101e-10,3.58134551019451,1.93282311495838e-05,8.59506775264742e-05
"CXCL12",-2.54315044752542,3.10184664089231e-51,1.39807421913934e-49,-3.14580690718494,3.9316326799761e-25,3.6132712439924e-23
"CXCL17",5.36138747035765,1.98341724686877e-14,8.75415954088064e-14,4.73586953938613,0.00104068351189995,0.00280959463946355
"CXCL2",2.40529369263581,6.59752171338782e-17,3.55314682502299e-16,2.27928358773792,1.16863843603284e-05,5.50701272998805e-05
"CXCL3",3.02320589497468,3.25918024375013e-24,3.08087990196338e-23,2.72169162277616,1.83804143210841e-07,1.37133807264009e-06
"CXCL5",5.37474866711548,2.66489713999782e-14,1.16510282797099e-13,3.61949327200246,0.00272860100723479,0.00654345760078344
"CXCL6",2.49997776952574,6.09388919557014e-12,2.15245169671164e-11,2.12186439699959,0.00321048045972504,0.00753668068099717
"CXCL8",3.92828281274122,1.12273934632669e-14,5.06423532455917e-14,3.1213398651684,0.000793779197002079,0.00222409583950504
"CYBRD1",-2.03231772349235,7.69093025383086e-34,1.39005873407739e-32,-2.1389516895365,4.52644229496975e-12,8.3028016753483e-11
"CYCSP6",4.24882344786206,3.97591438060537e-18,2.35531551999546e-17,2.90349057607335,0.000325807164260397,0.00102363081884828
"CYP2D7",2.39755817294525,3.45570161925478e-20,2.40953549081413e-19,3.14535449323126,4.32246428120028e-08,3.69210807890423e-07
"CYP2D8P",2.04971996810421,9.20296994203698e-18,5.32440712971755e-17,2.20676983854682,4.59737361005267e-06,2.41540699108044e-05
"CYP2W1",4.22192640008836,1.90545726774941e-12,7.02984989942902e-12,3.56662637848718,0.0003272381164882,0.00102758617234712
"CYP4F23P",4.08876586517035,8.13803697247427e-20,5.49446694958909e-19,4.13397806443755,4.96865768041497e-06,2.58621302035192e-05
"CYP4X1",2.98414516697535,4.09723782458121e-14,1.76401801909197e-13,2.70015220707984,0.00171687702564801,0.00436286742855107
"CYS1",-2.07786663569056,2.164431191255e-36,4.50690430308097e-35,-2.42839919031632,5.74636733974575e-14,1.39351351956135e-12
"CYSRT1",2.62478930536598,2.10689978481193e-24,2.01588706779729e-23,2.72821908083753,1.26676388502117e-06,7.71116697807895e-06
"DACH1",2.12130996797584,2.87197058951245e-16,1.47131509169071e-15,2.40724592008518,8.65056015168792e-08,6.93321504822895e-07
"DACT3",-2.44742656427155,8.27797404516655e-44,2.54882628436696e-42,-2.96007008938704,2.32615176432269e-21,1.45758621567926e-19
"DBNDD1",2.50306311513193,2.06334524906214e-31,3.1364930219974e-30,2.52968340047035,8.65358466132721e-13,1.75430871850277e-11
"DCLK1",-2.63516012817988,1.87073771251423e-41,5.17790404532652e-40,-3.24423660741815,4.14890038758861e-21,2.47841479486585e-19
"DCSTAMP",3.12132000109353,1.77752543687488e-15,8.5082083543635e-15,2.82271875075638,0.000167655461999934,0.000574374600363377
"DDN",4.68121389507868,5.90220965602525e-46,2.05939261241313e-44,4.13990253783121,1.59097649735961e-11,2.64878759032498e-10
"DDN-AS1",2.55948357865938,3.45009039162177e-26,3.70510598563113e-25,3.05114406547461,1.64905481145238e-08,1.54322252094194e-07
"DES",-3.70285213180065,2.53661692880604e-30,3.60147795532131e-29,-3.85545396434585,4.51181185418133e-11,7.00660140717363e-10
"DGAT2",2.0193953556862,9.89571517814379e-27,1.09592620177556e-25,2.29121859649229,2.22081275007399e-12,4.24298350683112e-11
"DHRS2",4.68241314504395,2.66704535367959e-18,1.59987314047145e-17,4.91407148365866,0.000254540876338308,0.000824866509414431
"DHRS9",-3.24773774953294,1.90416692235488e-36,3.98793892869549e-35,-3.28906355400914,9.32743259935598e-13,1.88028031060808e-11
"DIO2",2.02542144958313,1.85627977813766e-17,1.0448583217085e-16,2.14639717360811,1.49832048275795e-05,6.82547060790677e-05
"DKK1",3.75241295065465,8.26932144697787e-11,2.61934307452993e-10,3.18720797729591,0.00590306328210151,0.0128431221413793
"DKK4",8.56617998835639,2.91752428042181e-15,1.3742854793939e-14,7.76702501846391,5.13781544319739e-05,0.000203660231270826
"DLGAP1-AS2",2.28032385783507,1.78321287317594e-32,2.93799357062734e-31,2.03175976779031,1.0656036618301e-06,6.60099662069034e-06
"DLL3",2.46088570765444,5.67796855745791e-11,1.82441962146657e-10,2.83329820831213,0.000233063700540844,0.000765811253647317
"DLX3",3.03089051630578,1.84537813850071e-09,5.1171163662568e-09,3.9658105723454,4.60157405693278e-05,0.00018481579711854
"DLX4",2.41223824039199,3.13671724008806e-23,2.76147235252565e-22,2.77207019355522,1.01174944061908e-09,1.21933838099089e-08
"DLX5",2.41381053860104,1.56403925849724e-08,3.98990057277053e-08,3.14410741236584,0.00351523641216172,0.00815942835061473
"DLX6",3.90474761107222,1.3266944972417e-14,5.94856768621841e-14,4.46654808936598,1.25715746975259e-05,5.85204509595674e-05
"DLX6-AS1",4.31882396120382,1.25862833264885e-14,5.65319296329405e-14,3.98392493128485,2.5586709590916e-05,0.000110199332511129
"DMBX1",6.16866527057125,6.19780853767574e-22,4.92549164584638e-21,5.89864818724254,8.52892676922318e-06,4.16363107140421e-05
"DMD",-2.02172542877939,8.54351885199831e-27,9.51420577517051e-26,-2.84590074417978,2.25262510526156e-19,1.11517388153018e-17
"DMRTA1",-3.36396908730203,4.06818512542633e-87,7.90627719967263e-85,-2.62454151738178,1.41434619706283e-11,2.38443068650639e-10
"DMRTA2",5.22050606147782,1.27001317022696e-16,6.67273780194246e-16,4.25327260806911,0.000648225968122102,0.00185543165224664
"DNAH17-AS1",4.09764618792973,2.53796317653295e-19,1.64767049039715e-18,4.66786104942416,2.70679583414384e-07,1.94500754385291e-06
"DNAH2",2.99032054008308,3.00349463583609e-21,2.27229644403941e-20,2.36461143985435,1.38877597989603e-06,8.37698638689319e-06
"DNAH5",2.51206248253676,1.02826361738652e-19,6.88837532269974e-19,2.28513868866264,1.2839764576796e-05,5.95963276303448e-05
"DNAJB5",-2.38658788933969,9.90544288987367e-49,3.92611786823633e-47,-2.91628273213326,4.49509826428316e-24,3.61240609839545e-22
"DNASE1L2",2.48616714857488,1.13886613502545e-20,8.26329446987151e-20,2.38405083894693,1.1077159170852e-05,5.24752232357492e-05
"DNASE1L3",-3.32271369665075,6.52583993240506e-49,2.6210673541842e-47,-3.1606427676834,3.43098891981589e-14,8.69685324356725e-13
"DPEP1",2.24535957754346,1.91907877365006e-07,4.42642033626227e-07,7.58110417360621,4.50827509926532e-14,1.11746608649978e-12
"DPF3",-2.26215864286009,9.22922518248249e-44,2.82727145674896e-42,-2.23770243754384,7.41159782633852e-15,2.04974142971933e-13
"DPP6",-4.82470542497925,6.34638830589604e-129,6.74733072004501e-126,-5.96527402405299,5.81562932172104e-64,5.21109465372814e-60
"DPT",-3.74933452884039,1.27445879405046e-66,1.10743116556096e-64,-4.66525274202975,2.06951856356634e-32,4.63598027220905e-30
"DRD2",3.18368886753406,3.36171933573261e-10,1.0011487110567e-09,3.30182714494968,0.000905849226117474,0.00249826469394448
"DSC3",4.24757525458253,7.43455712716801e-13,2.85049184379369e-12,4.6522890556945,3.64704365347397e-05,0.000150713494974387
"DSCAML1",-2.31178082243117,4.2656098305302e-30,5.94881420347244e-29,-2.55392980260186,9.78530169772293e-13,1.96594609557054e-11
"DSG1",2.56815920339123,2.26104086356143e-16,1.16994138471255e-15,2.97260541794075,6.47994309620835e-08,5.346549734215e-07
"DSG3",4.06562330611085,7.9447822798478e-12,2.77852157364492e-11,5.67933102837606,4.49985341839384e-05,0.000181095605459322
"DUSP15",2.32241459155451,7.68432042968814e-13,2.94313217728721e-12,2.5944434665606,0.0001790521766336,0.000608417530802189
"DUSP26",-2.71494210912186,2.6439804092702e-66,2.27558580557855e-64,-2.37655341634992,5.08707491770384e-16,1.64262107387695e-14
"DUSP9",4.2821293826998,7.1234445305887e-17,3.82314720613589e-16,4.10421470809262,1.24102760939061e-05,5.78425378098548e-05
"DUXAP10",4.01377034771289,3.00523437558979e-18,1.79618406429927e-17,4.24298533561205,1.21702891669349e-05,5.6946149389201e-05
"DUXAP8",4.03197049991074,6.2549409543207e-19,3.94596170360881e-18,4.11881299241541,2.31317163670981e-05,0.000100641779318953
"ECRG4",-4.11129841102323,9.78793416468113e-109,4.65545058138018e-106,-4.40150594470248,2.14864855425842e-35,6.11205249855001e-33
"EDAR",2.89615393871925,2.95855451918115e-14,1.29036955549421e-13,2.94235589270522,6.01429648584007e-05,0.000233851610593925
"EDN3",-3.33167224876621,3.07601337402977e-56,1.7265796808141e-54,-2.65062547314976,1.87796041276943e-11,3.08477805290935e-10
"EFHC2",-2.18402886206005,2.88469442166008e-36,5.9315093261757e-35,-3.02647568717671,5.04444895526613e-25,4.61232498608798e-23
"EGFL6",3.52300413273744,1.909569927416e-34,3.55077848437415e-33,3.5963086184145,3.4734102409359e-10,4.60066407448723e-09
"EIF1P3",2.44732611698529,1.17268471630312e-08,3.02484709040426e-08,2.39297256562799,0.00336928256477067,0.00786209802646551
"ELF5",7.87445343050655,9.84106554060181e-15,4.45894757033936e-14,5.94406110667765,9.27512585716507e-05,0.000341453431565849
"ELFN1-AS1",5.03788887321562,1.75719595051074e-40,4.56315511631193e-39,4.57492384210533,6.08297648943281e-10,7.67157084216224e-09
"EML1",-2.17698218069551,5.78973295074425e-44,1.79491652404377e-42,-2.87978897839008,1.45828699430734e-25,1.40505167876246e-23
"EMSLR",3.00417083686854,2.5066741752201e-26,2.70481367420466e-25,3.10437603607404,8.66914268837463e-08,6.9450025086438e-07
"EN2",6.15380989331442,7.30343773155539e-17,3.91465995136809e-16,5.77956469531859,3.05029317184458e-05,0.000128886094197655
"ENTPD5",-2.55292322675418,6.01428703885055e-78,7.82030388058884e-76,-2.17732048905662,3.28559788783808e-16,1.10471294086203e-14
"ENTREP1",-2.11086913687041,1.27445224852729e-31,1.96875640511814e-30,-2.65238851805467,1.02105855642907e-15,3.14946478309213e-14
"EPB41L3",-2.61542549947816,5.14450272786461e-44,1.60868066268901e-42,-2.71274815823943,4.42667941055927e-18,1.86221881963926e-16
"EPHA7",-3.31838626212904,1.69227235157833e-38,3.99296742590428e-37,-3.98085472205504,5.6722687054587e-21,3.32198455786031e-19
"EPHX4",4.6478859312058,4.72715220666306e-52,2.19636372707527e-50,3.92257499510487,2.41916626325736e-13,5.35894667538134e-12
"EPIC1",5.01808223342268,4.95607146868091e-11,1.59957206651676e-10,4.70807036336306,0.000947182739036357,0.00259191660807307
"EPOP",3.70555335168256,4.87003825172712e-52,2.2569505477363e-50,3.74378981219017,2.99624045648857e-08,2.64250124117774e-07
"EPYC",7.13185619838841,6.7764696208225e-15,3.10621130932655e-14,7.56645785344016,0.000102074634471647,0.000372031629930116
"ERFE",3.42125525898976,2.1941519285803e-18,1.32543789963771e-17,2.12235457272152,3.76710072974917e-05,0.00015494655078686
"ERICH2-DT",2.57174777914335,5.29608403353285e-20,3.62993639825835e-19,2.09968384864367,0.000261697452270307,0.000844719027762278
"ERP27",2.62598584110814,6.20500070055254e-12,2.18955842760224e-11,3.13186484423247,0.000232860319109003,0.000765283289703364
"ERVMER34-1",2.73802267603926,3.70281204856653e-12,1.33369121095639e-11,2.24802386898633,0.000241110326367496,0.000787629996141432
"ESM1",5.79526287835727,1.57754621312906e-78,2.12090136948349e-76,5.00642241631321,8.04579966758752e-17,2.93663494588261e-15
"ETV4",5.37266079366822,1.19401372025106e-79,1.68598468592325e-77,5.14391047188688,6.88862124954751e-27,7.96457944600909e-25
"EVA1A",3.86181846496302,1.20878169222894e-37,2.71061045972032e-36,3.75713264210406,2.86995064835163e-10,3.890498151975e-09
"EVA1A-AS",7.34617038317495,2.74987381465985e-23,2.42563295881709e-22,6.18901302941237,2.47747390853299e-08,2.21772277296802e-07
"EVX1",3.45488439774992,2.59695030885096e-14,1.13622076693712e-13,3.15711956885161,0.000283531674351456,0.00090621921456259
"EVX1-AS",4.67334114135013,1.2974847455368e-15,6.27528479818897e-15,3.8187273515861,7.35893013475156e-05,0.000277582376225811
"EYA1",3.19087759843404,1.19836640043353e-09,3.38690763431361e-09,2.75468795416209,0.00659258458849149,0.0141491866359708
"F13A1",-2.56633734538121,2.20938350190201e-31,3.34722526516151e-30,-2.49816489550506,9.17418277262438e-10,1.11464765741154e-08
"F2",3.29947257687235,1.16835406602408e-12,4.39251738152346e-12,8.26296012650311,0.000396657263697396,0.00121575078206277
"F7",3.52422859304262,9.90137004436385e-12,3.43191927114108e-11,4.12197761221399,7.41727059729376e-05,0.000279606450092767
"FABP2",-3.1546177910742,1.78892453387079e-40,4.63888407821818e-39,-3.02462454176927,1.77536452371141e-11,2.92429298064634e-10
"FAM107A",-3.43108276178617,1.76963958389751e-90,4.04866656194475e-88,-3.48710129588692,1.36139665156703e-34,3.81212334261448e-32
"FAM131C",2.57431606332638,4.45253418491242e-17,2.42394888126829e-16,2.47098409475963,9.01024816248417e-05,0.000332590437322099
"FAM163A",-2.03306448916334,3.79392092171473e-45,1.25818948145086e-43,-2.33884448132542,1.42313636279268e-20,8.12230151516168e-19
"FAM163B",-3.00891015407543,1.63313571726071e-63,1.25073283702415e-61,-2.57062468600471,5.27884390265309e-12,9.60428036339553e-11
"FAM222A-AS1",3.61240088244208,5.40304936995466e-38,1.23927302427107e-36,3.49027513860751,2.9583379265958e-10,3.99821824905907e-09
"FAM30A",-2.07972094788473,4.85126607403301e-21,3.61872814783626e-20,-2.13219471166804,3.05555586622388e-08,2.6868801118056e-07
"FAM83A",2.30049134659486,5.43290852756747e-08,1.32212722131755e-07,2.96205853261476,0.000553702059627045,0.00161716013862065
"FANCG",2.27623676506479,5.13279497827632e-24,4.77950213484628e-23,2.50795949480668,7.0699251652587e-07,4.56248213491542e-06
"FAP",3.37536140772196,6.55494449940648e-21,4.82976220474002e-20,2.35889419957077,0.000331156704653592,0.00103816899936846
"FAUP1",2.5264460824836,5.33921114011541e-09,1.41808820200508e-08,2.74267503757318,0.00127239501983452,0.00336073561539489
"FBXL22",-2.44415095867948,1.24380720954447e-70,1.24892063918371e-68,-2.96716335284767,1.16925828725341e-29,1.88777277169985e-27
"FBXO2",2.36949662581889,7.31936358786422e-09,1.9222635496521e-08,2.71317573528818,0.00112392527633841,0.00300618230023095
"FBXO41",2.06385242507305,2.33213352746901e-33,4.06862754589527e-32,2.10949260002419,1.26242887478056e-10,1.83487330615916e-09
"FCER1A",-2.35186476193995,6.32761502266264e-44,1.95496263110435e-42,-3.27652162845507,2.71423121269059e-25,2.53342383138688e-23
"FCER2",-2.72746185740754,1.29047738887106e-32,2.14770610740843e-31,-3.56703347466241,1.80380849671366e-25,1.71037312537595e-23
"FCRL2",-2.19547056246964,1.85930438232021e-29,2.46371461921228e-28,-2.67684543964729,1.43587737148028e-14,3.81785732556352e-13
"FCRLA",-2.61689152541794,2.53874703680231e-36,5.25003592027059e-35,-3.61228484238551,2.59742674359466e-24,2.16504579869581e-22
"FDCSP",-2.3852836613579,5.54486362949184e-17,2.99873923517162e-16,-3.81921203591231,1.60945885692209e-16,5.63342034666029e-15
"FER1L4",2.87904076517742,9.46332255970823e-18,5.46628609601044e-17,4.17969629383749,1.65266705083561e-08,1.5449893697457e-07
"FER1L6",-2.22042989060821,1.12310560535143e-15,5.46701069515801e-15,-2.52495704456248,5.4597204501446e-06,2.80354298530205e-05
"FEZF1",8.15328992215096,4.59750120813232e-21,3.4365275779894e-20,8.38594201288999,8.89196574698753e-06,4.31651334513129e-05
"FEZF1-AS1",8.86097493437578,1.70386280009175e-26,1.8551576053529e-25,7.43792284411548,3.04009421274001e-07,2.1576842925352e-06
"FGB",3.46426338658481,1.5428557769779e-10,4.76432176885334e-10,12.157255853326,0.000448308312454523,0.00135277542810195
"FGF19",3.43820136104408,2.8002694126019e-09,7.64532769839377e-09,7.33655859909755,1.82265191462668e-06,1.06120029116389e-05
"FGF20",5.87718300271921,2.97676792508963e-13,1.18012949063545e-12,6.33041165336529,0.000250761359930518,0.000814553984287621
"FGFR2",-2.13577188403797,1.16955594272497e-29,1.57515306324971e-28,-2.58081639648873,2.1965873905115e-13,4.90835942959559e-12
"FGFRL1",2.48456764699141,3.03510708758022e-20,2.12869714788222e-19,2.58418786922262,2.08661671515779e-08,1.90452127425925e-07
"FGL2",-2.51339845566766,1.78910061492972e-46,6.34043225769408e-45,-3.31916041422001,1.0304769582521e-28,1.50139655031185e-26
"FHL1",-3.24571992544088,3.92813666727957e-70,3.87962525270005e-68,-3.87736138676229,1.62931847328055e-31,3.4351783952542e-29
"FILIP1",-2.34184025453828,2.17700508268354e-41,6.00720455945379e-40,-3.28747049303355,8.34786952586478e-28,1.06858692695016e-25
"FIRRE",5.63860480249863,4.58595725084128e-29,5.92470274136564e-28,5.4230480492858,6.07293667595352e-08,5.04323902547558e-07
"FJX1",3.00378299620635,2.28028588902291e-37,5.03222065423689e-36,2.74055828567185,1.00775323110274e-09,1.21615795653819e-08
"FLNA",-2.08250399865738,1.62308205471327e-31,2.48817515325595e-30,-2.58522188509763,7.3700114651412e-18,3.04327132411971e-16
"FLNC",-3.29538323498041,1.53845727113257e-49,6.39220154447128e-48,-3.59856998830285,9.00339237243577e-22,6.06578175588051e-20
"FMN2",-3.11207113226855,2.09391029191182e-44,6.74604895116119e-43,-3.86110139949398,1.71928367143397e-21,1.08873790373739e-19
"FNDC11",2.5610912255659,1.65647717168437e-18,1.00941228594144e-17,2.72570439807317,1.47471005417049e-06,8.83002969622094e-06
"FOLR1",4.49394206681255,4.83482027275114e-14,2.06680561990785e-13,4.34332348931786,0.000185829226292613,0.000627874352260543
"FOLR2",-2.31499151625678,1.15148890307476e-33,2.05652277017522e-32,-2.49763146117461,3.9098338664112e-12,7.20865562962502e-11
"FOXD1",3.05068924148385,1.15261260060873e-10,3.60047012502631e-10,3.4570404587196,0.000843969623703783,0.00234856826496824
"FOXF2",-2.20488939241482,1.06696385029827e-48,4.21976031297395e-47,-2.13664640968794,1.53422669509213e-13,3.51596887503148e-12
"FOXP2",-2.06911388076637,2.1335368702318e-19,1.39261630164571e-18,-2.8972537122211,4.47097886445806e-13,9.37127628420501e-12
"FOXP4-AS1",2.40755846603291,2.24890172895702e-31,3.40424203091869e-30,2.33909009509963,5.22439457088348e-10,6.64016844714914e-09
"FOXQ1",6.29783554722994,1.87701836286822e-61,1.28993269545552e-59,7.11366578315517,4.48462529794729e-20,2.39193362989623e-18
"FUT1",2.8959216721488,1.64445886891464e-46,5.85077747967779e-45,2.91629127079382,4.0239293184574e-16,1.33295447904021e-14
"FXYD5",2.13846070424782,2.87307276059198e-32,4.66558104896132e-31,2.18355989416382,3.23907849037908e-10,4.32867454333211e-09
"FXYD6",-2.13758164233814,3.8048477545555e-32,6.12912819214226e-31,-2.68892371737909,6.288968404163e-17,2.3286074952687e-15
"FZD10",3.08208663863012,2.8181085627637e-08,7.02060567379617e-08,3.95968601263198,0.00240470821460634,0.00585447302186662
"GABRD",2.82156963215554,2.78339304900007e-34,5.12291710464636e-33,3.04013063637038,6.14733453369372e-12,1.10497875805742e-10
"GABRE",2.34073904137743,3.95677768921441e-19,2.52613210720103e-18,2.85434384531752,1.73531319575986e-09,2.01938621955925e-08
"GABRP",3.55694113277593,3.20200806331598e-10,9.55632327218842e-10,3.05704620444615,0.00401234086588997,0.00916923752328668
"GAD1",5.63204731411255,9.00880672878421e-29,1.14343520235987e-27,4.25912456201305,2.4191879533628e-06,1.36770406580847e-05
"GALNT16",-2.59302821090467,2.22689094825357e-44,7.16171298909876e-43,-2.66664725488729,8.9399880587749e-15,2.45726266873167e-13
"GAP43",-3.01397386219931,6.01355356381571e-50,2.55738746146836e-48,-3.32201284258625,3.34725714445458e-21,2.03343034867019e-19
"GAPDHP40",2.47533526216957,2.26527981996535e-10,6.86957507819694e-10,2.79402433744599,0.000767132155960012,0.00215882176090582
"GAPDHP65",2.10379038264693,6.07486339345543e-10,1.76806893676833e-09,2.28163276758266,0.000360781227594217,0.00111938372224999
"GAPDHP70",2.35830929055421,7.0144985982573e-09,1.8462217513456e-08,2.30055411264762,0.00436302338002324,0.00987244217088339
"GAS6-AS1",3.6359932017254,1.13353161129749e-22,9.51135113397902e-22,3.65504016251678,1.04841806517713e-06,6.50128032734927e-06
"GATA2-AS1",2.76811005839495,9.27488693008532e-20,6.23407610168695e-19,2.10776028445063,6.28098202691917e-05,0.000242328264595088
"GATA4",4.6483368933641,6.48554523743766e-11,2.07468574551236e-10,4.54909293961195,0.00157764874910985,0.0040482593403204
"GBA3",-4.91608662649897,5.06426817046676e-106,2.23247763202478e-103,-3.30610422164825,4.39509751244002e-13,9.22301434665546e-12
"GCG",-3.31563202585682,5.39470944150582e-19,3.41639728261304e-18,-6.23186570910927,2.08364254052526e-34,5.65772090435653e-32
"GCNT2",-3.71868853643236,7.38309424555918e-100,2.38289366775422e-97,-3.34794840191478,1.32417694634224e-28,1.88337897265074e-26
"GCNT3",-2.05130869356819,4.9504780149494e-20,3.40338302176476e-19,-2.06646375016173,4.23317683581818e-07,2.88013523442284e-06
