"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000164107.9",-4.55750627171911,1.75216817623892,196.577815471714,1.507563638718e-30,2.78526267726446e-28,TRUE
"ENSG00000112186.12",-3.21511225333453,2.74919886730002,194.323023938258,2.25060656013197e-30,4.11562450654337e-28,TRUE
"ENSG00000166405.15",-3.55081525101005,-0.904114871181989,174.501322696133,2.35184249176951e-30,4.25731002979812e-28,TRUE
"ENSG00000152137.8",-4.32486403329299,4.29138298401333,193.502709702509,2.54430075724664e-30,4.5596413870617e-28,TRUE
"ENSG00000077157.22",-3.46779001247423,6.51588082919679,193.247496765736,2.63147642044128e-30,4.66917712185428e-28,TRUE
"ENSG00000186642.16",-2.91218180772925,2.21516989779396,193.597741315589,2.84564214271306e-30,4.99968165093732e-28,TRUE
"ENSG00000153446.16",-3.99131082827199,0.545397133540483,189.159911016052,4.03943398584241e-30,7.02822295730891e-28,TRUE
"ENSG00000148798.11",-3.49811763696301,-0.687523772043964,176.289518809599,4.09270762165906e-30,7.05244358536077e-28,TRUE
"ENSG00000170500.13",-4.67004683135425,0.736118136877418,187.691375524415,4.56549209364528e-30,7.79220798192544e-28,TRUE
"ENSG00000113594.10",-3.60714103303414,2.37589491460634,191.036366931854,5.34546185360384e-30,9.03736055456929e-28,TRUE
"ENSG00000105894.12",-3.17604621435555,2.15449253863266,189.768103274772,7.3340300687955e-30,1.22834722301761e-27,TRUE
"ENSG00000145687.16",-2.74466893379065,2.664730989668,188.377422627623,9.46981933613333e-30,1.57137622521153e-27,TRUE
"ENSG00000118298.12",-2.78214103775665,-0.414412032365369,180.11396606925,1.05814725607178e-29,1.73972999780389e-27,TRUE
"ENSG00000154258.17",-3.76208002801542,0.449182172553119,185.343126474537,1.15341190763618e-29,1.87911770879527e-27,TRUE
"ENSG00000197361.8",-2.96716335284767,0.813269942180701,187.752381685829,1.16925828725341e-29,1.88777277169985e-27,TRUE
"ENSG00000183287.14",-4.49852475387757,1.14710208016521,186.877576364818,1.18215009260271e-29,1.89154569727974e-27,TRUE
"ENSG00000165495.16",-2.8815215810034,-0.34116204848313,179.455062999196,1.57715729099259e-29,2.50125980636091e-27,TRUE
"ENSG00000158246.8",-3.41106873966732,1.01872311227213,186.215038541087,1.73914836280636e-29,2.73397173770638e-27,TRUE
"ENSG00000122367.20",-4.43847830107867,1.85028027572973,186.216942699631,1.88740428324015e-29,2.9412323617345e-27,TRUE
"ENSG00000123570.4",-3.06116601607689,0.534187879088902,183.512130849639,2.76203833308403e-29,4.26711111786197e-27,TRUE
"ENSG00000176533.13",-2.88315425019915,1.73074198558715,184.201268145914,3.00920018963619e-29,4.60922022209147e-27,TRUE
"ENSG00000075073.15",-4.54235185488942,2.89267780300909,183.632144489161,3.26878343145304e-29,4.96439558263304e-27,TRUE
"ENSG00000187699.10",-3.7027554684486,3.80082615658554,183.022676916128,3.35319331919815e-29,5.04979642633194e-27,TRUE
